% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
2.326	1	1	233	7	1	22	1431	0
2.327	1	1	233	8	1	22	1431	0
2.328	1	1	233	9	1	22	1431	0
2.343	1	1	235	4	1	18	1143	0
2.344	1	1	235	5	1	18	1143	0
2.345	1	1	235	6	1	18	1143	0
2.346	1	1	235	7	1	18	1143	0
2.347	1	1	235	8	1	18	1143	0
2.348	1	1	235	9	1	18	1143	0
2.349	1	1	235	10	1	18	1143	0
2.35	1	1	236	1	1	22	1431	0
2.358	1	1	236	9	1	22	1431	0
2.361	1	1	237	2	1	28	2292	0
2.362	1	1	237	3	1	28	2292	0
2.363	1	1	237	4	1	28	2292	0
2.364	1	1	237	5	1	28	2292	0
2.365	1	1	237	6	1	28	2292	0
2.374	1	1	238	5	1	28	2292	0
2.376	1	1	238	7	1	28	2292	0
2.377	1	1	238	8	1	28	2292	0
2.378	1	1	238	9	1	28	2292	0
2.379	1	1	238	10	1	28	2292	0
2.38	1	1	239	1	1	28	2292	0
2.381	1	1	239	2	1	28	2292	0
2.39	1	1	240	1	1	28	2292	0
2.392	1	1	240	3	1	28	2292	0
2.393	1	1	240	4	1	28	2292	0
2.394	1	1	240	5	1	28	2292	0
2.395	1	1	240	6	1	28	2292	0
2.396	1	1	240	7	1	28	2292	0
2.397	1	1	240	8	1	28	2292	0
2.406	1	1	241	7	1	28	2292	0
2.409	1	1	241	10	1	28	2292	0
2.41	1	1	242	1	1	28	2292	0
2.425	1	1	243	6	1	28	2292	0
2.426	1	1	243	7	1	28	2292	0
2.427	1	1	243	8	1	28	2292	0
2.431	1	1	244	2	1	28	2292	0
2.432	1	1	244	3	1	28	2292	0
2.433	1	1	244	4	1	22	1431	0
2.442	1	1	245	3	1	20	1335	0
2.443	1	1	245	4	1	20	1335	0
2.444	1	1	245	5	1	20	1335	0
2.445	1	1	245	6	1	20	1335	0
2.446	1	1	245	7	1	20	1335	0
2.447	1	1	245	8	1	20	1335	0
2.448	1	1	245	9	1	20	1335	0
2.458	1	1	246	9	1	22	1431	0
2.459	1	1	246	10	1	22	1431	0
2.462	1	1	247	3	1	22	1431	0
2.464	1	1	247	5	1	22	1431	0
2.465	1	1	247	6	1	26	1908	0
2.474	1	1	248	5	1	26	1908	0
2.476	1	1	248	7	1	26	1908	0
2.477	1	1	248	8	1	26	1908	0
2.478	1	1	248	9	1	26	1908	0
2.479	1	1	248	10	1	26	1908	0
2.48	1	1	249	1	1	26	1908	0
2.481	1	1	249	2	1	28	2292	0
2.49	1	1	250	1	1	28	2292	0
2.492	1	1	250	3	1	28	2292	0
2.493	1	1	250	4	1	28	2292	0
2.494	1	1	250	5	1	28	2292	0
2.495	1	1	250	6	1	28	2292	0
2.496	1	1	250	7	1	28	2292	0
2.497	1	1	250	8	1	28	2292	0
2.506	1	1	251	7	1	28	2292	0
2.508	1	1	251	9	1	28	2292	0
2.509	1	1	251	10	1	28	2292	0
2.51	1	1	252	1	1	28	2292	0
2.511	1	1	252	2	1	28	2292	0
2.512	1	1	252	3	1	28	2292	0
2.513	1	1	252	4	1	26	1908	0
2.522	1	1	253	3	1	24	1692	0
2.523	1	1	253	4	1	24	1692	0
2.524	1	1	253	5	1	24	1692	0
2.525	1	1	253	6	1	24	1692	0
2.526	1	1	253	7	1	24	1692	0
2.527	1	1	253	8	1	24	1692	0
2.528	1	1	253	9	1	24	1692	0
2.529	1	1	253	10	1	22	1431	0
2.53	1	1	254	1	1	24	1692	0
2.531	1	1	254	2	1	24	1692	0
2.532	1	1	254	3	1	24	1692	0
2.533	1	1	254	4	1	24	1692	0
2.534	1	1	254	5	1	24	1692	0
2.535	1	1	254	6	1	24	1692	0
2.536	1	1	254	7	1	24	1692	0
2.537	1	1	254	8	1	24	1692	0
2.538	1	1	254	9	1	24	1692	0
2.539	1	1	254	10	1	26	1908	0
2.541	1	1	255	2	1	28	2292	0
2.542	1	1	255	3	1	28	2292	0
2.543	1	1	255	4	1	28	2292	0
2.544	1	1	255	5	1	28	2292	0
2.557	1	1	256	8	1	28	2292	0
2.562	1	1	257	3	1	18	1143	0
2.563	1	1	257	4	1	18	1143	0
2.564	1	1	257	5	1	28	2292	0
2.565	1	1	257	6	1	12	621	0
2.566	1	1	257	7	1	12	621	0
2.567	1	1	257	8	1	12	621	0
2.568	1	1	257	9	1	12	621	0
2.569	1	1	257	10	1	6	325	0
2.57	1	1	258	1	1	8	437	0
2.571	1	1	258	2	1	10	549	0
2.572	1	1	258	3	1	12	621	0
2.573	1	1	258	4	1	14	807	0
2.574	1	1	258	5	1	14	807	0
2.575	1	1	258	6	1	14	807	0
2.576	1	1	258	7	1	14	807	0
2.577	1	1	258	8	1	14	807	0
2.578	1	1	258	9	1	14	807	0
2.579	1	1	258	10	1	12	621	0
2.58	1	1	259	1	1	12	621	0
2.581	1	1	259	2	1	8	437	0
2.582	1	1	259	3	1	8	437	0
2.583	1	1	259	4	1	8	437	0
2.584	1	1	259	5	1	6	325	0
2.595	1	1	260	6	1	6	325	0
2.596	1	1	260	7	1	6	325	0
2.598	1	1	260	9	1	6	325	0
2.599	1	1	260	10	1	6	325	0
2.6	1	1	261	1	1	6	325	0
2.601	1	1	261	2	1	24	1692	0
2.602	1	1	261	3	1	24	1692	0
2.61	1	1	262	1	1	24	1692	0
2.613	1	1	262	4	1	24	1692	0
2.614	1	1	262	5	1	24	1692	0
2.615	1	1	262	6	1	24	1692	0
2.616	1	1	262	7	1	24	1692	0
2.617	1	1	262	8	1	28	2292	0
2.626	1	1	263	7	1	28	2292	0
2.627	1	1	263	8	1	28	2292	0
2.628	1	1	263	9	1	28	2292	0
2.629	1	1	263	10	1	28	2292	0
2.63	1	1	264	1	1	28	2292	0
2.631	1	1	264	2	1	28	2292	0
2.632	1	1	264	3	1	28	2292	0
2.633	1	1	264	4	1	28	2292	0
2.634	1	1	264	5	1	28	2292	0
2.635	1	1	264	6	1	28	2292	0
2.636	1	1	264	7	1	28	2292	0
2.637	1	1	264	8	1	28	2292	0
2.638	1	1	264	9	1	28	2292	0
2.639	1	1	264	10	1	28	2292	0
2.64	1	1	265	1	1	28	2292	0
2.641	1	1	265	2	1	28	2292	0
2.642	1	1	265	3	1	28	2292	0
2.643	1	1	265	4	1	28	2292	0
2.644	1	1	265	5	1	28	2292	0
2.645	1	1	265	6	1	28	2292	0
2.646	1	1	265	7	1	28	2292	0
2.647	1	1	265	8	1	28	2292	0
2.648	1	1	265	9	1	28	2292	0
2.649	1	1	265	10	1	28	2292	0
2.65	1	1	266	1	1	28	2292	0
2.651	1	1	266	2	1	28	2292	0
2.652	1	1	266	3	1	28	2292	0
2.653	1	1	266	4	1	28	2292	0
2.654	1	1	266	5	1	28	2292	0
2.655	1	1	266	6	1	28	2292	0
2.656	1	1	266	7	1	28	2292	0
2.657	1	1	266	8	1	28	2292	0
2.658	1	1	266	9	1	28	2292	0
2.659	1	1	266	10	1	28	2292	0
2.662	1	1	267	3	1	28	2292	0
2.663	1	1	267	4	1	28	2292	0
2.664	1	1	267	5	1	26	1908	0
2.665	1	1	267	6	1	26	1908	0
2.666	1	1	267	7	1	24	1692	0
2.667	1	1	267	8	1	24	1692	0
2.668	1	1	267	9	1	24	1692	0
2.669	1	1	267	10	1	22	1431	0
2.67	1	1	268	1	1	22	1431	0
2.671	1	1	268	2	1	22	1431	0
2.672	1	1	268	3	1	20	1335	0
2.673	1	1	268	4	1	18	1143	0
2.674	1	1	268	5	1	18	1143	0
2.675	1	1	268	6	1	18	1143	0
2.676	1	1	268	7	1	20	1335	0
2.677	1	1	268	8	1	20	1335	0
2.678	1	1	268	9	1	22	1431	0
2.679	1	1	268	10	1	22	1431	0
2.68	1	1	269	1	1	22	1431	0
2.681	1	1	269	2	1	22	1431	0
2.682	1	1	269	3	1	22	1431	0
2.683	1	1	269	4	1	22	1431	0
2.684	1	1	269	5	1	22	1431	0
2.685	1	1	269	6	1	22	1431	0
2.686	1	1	269	7	1	20	1335	0
2.687	1	1	269	8	1	20	1335	0
2.688	1	1	269	9	1	20	1335	0
2.689	1	1	269	10	1	20	1335	0
2.69	1	1	270	1	1	18	1143	0
2.691	1	1	270	2	1	18	1143	0
2.692	1	1	270	3	1	16	967	0
2.693	1	1	270	4	1	14	807	0
2.694	1	1	270	5	1	12	621	0
2.695	1	1	270	6	1	10	549	0
2.696	1	1	270	7	1	6	325	0
2.697	1	1	270	8	1	2	137	0
2.698	1	1	270	9	1	0	85	0
2.699	1	1	270	10	1	2	137	0
2.7	1	1	271	1	1	2	137	0
2.701	1	1	271	2	1	2	137	0
2.702	1	1	271	3	1	12	621	0
2.703	1	1	271	4	1	12	621	0
2.704	1	1	271	5	1	12	621	0
2.714	1	1	272	5	1	12	621	0
2.716	1	1	272	7	1	12	621	0
2.718	1	1	272	9	1	12	621	0
2.719	1	1	272	10	1	12	621	0
2.72	1	1	273	1	1	12	621	0
2.729	1	1	273	10	1	28	2292	0
2.749	1	1	275	10	1	28	2292	0
2.752	1	1	276	3	1	28	2292	0
2.756	1	1	276	7	1	28	2292	0
2.768	1	1	277	9	1	28	2292	0
2.769	1	1	277	10	1	28	2292	0
2.772	1	1	278	3	1	28	2292	0
2.786	1	1	279	7	1	28	2292	0
2.787	1	1	279	8	1	28	2292	0
2.792	1	1	280	3	1	28	2292	0
2.822	1	1	283	3	1	20	1335	0
2.823	1	1	283	4	1	20	1335	0
2.824	1	1	283	5	1	20	1335	0
2.838	1	1	284	9	1	28	2292	0
2.853	1	1	286	4	1	28	2292	0
2.873	1	1	288	4	1	28	2292	0
2.889	1	1	289	10	1	28	2292	0
2.893	1	1	290	4	1	28	2292	0
2.913	1	1	292	4	1	28	2292	0
2.92	1	1	293	1	1	28	2292	0
2.933	1	1	294	4	1	20	1335	0
2.934	1	1	294	5	1	20	1335	0
2.94	1	1	295	1	1	20	1335	0
2.941	1	1	295	2	1	20	1335	0
2.953	1	1	296	4	1	10	549	0
2.954	1	1	296	5	1	10	549	0
2.955	1	1	296	6	1	10	549	0
2.956	1	1	296	7	1	10	549	0
2.957	1	1	296	8	1	10	549	0
2.958	1	1	296	9	1	10	549	0
2.96	1	1	297	1	1	20	1335	0
2.968	1	1	297	9	1	20	1335	0
2.969	1	1	297	10	1	20	1335	0
2.983	1	1	299	4	1	12	621	0
2.984	1	1	299	5	1	12	621	0
2.985	1	1	299	6	1	12	621	0
2.986	1	1	299	7	1	12	621	0
3.002	1	1	301	3	1	28	2292	0
3.003	1	1	301	4	1	28	2292	0
3.007	1	1	301	8	1	28	2292	0
3.008	1	1	301	9	1	28	2292	0
3.009	1	1	301	10	1	28	2292	0
3.017	1	1	302	8	1	28	2292	0
3.02	1	1	303	1	1	28	2292	0
3.021	1	1	303	2	1	28	2292	0
3.022	1	1	303	3	1	28	2292	0
3.023	1	1	303	4	1	28	2292	0
3.037	1	1	304	8	1	26	1908	0
3.038	1	1	304	9	1	26	1908	0
3.053	1	1	306	4	1	10	549	0
3.054	1	1	306	5	1	10	549	0
3.055	1	1	306	6	1	10	549	0
3.056	1	1	306	7	1	10	549	0
3.057	1	1	306	8	1	10	549	0
3.058	1	1	306	9	1	10	549	0
3.06	1	1	307	1	1	4	225	0
3.061	1	1	307	2	1	6	325	0
3.062	1	1	307	3	1	6	325	0
3.069	1	1	307	10	1	20	1335	0
3.071	1	1	308	2	1	20	1335	0
3.072	1	1	308	3	1	20	1335	0
3.073	1	1	308	4	1	20	1335	0
3.074	1	1	308	5	1	20	1335	0
3.075	1	1	308	6	1	20	1335	0
3.076	1	1	308	7	1	20	1335	0
3.086	1	1	309	7	1	28	2292	0
3.089	1	1	309	10	1	28	2292	0
3.09	1	1	310	1	1	28	2292	0
3.091	1	1	310	2	1	28	2292	0
3.092	1	1	310	3	1	28	2292	0
3.093	1	1	310	4	1	28	2292	0
3.102	1	1	311	3	1	28	2292	0
3.104	1	1	311	5	1	28	2292	0
3.105	1	1	311	6	1	28	2292	0
3.106	1	1	311	7	1	28	2292	0
3.107	1	1	311	8	1	28	2292	0
3.108	1	1	311	9	1	28	2292	0
3.109	1	1	311	10	1	28	2292	0
3.122	1	1	313	3	1	28	2292	0
3.123	1	1	313	4	1	28	2292	0
3.124	1	1	313	5	1	28	2292	0
3.125	1	1	313	6	1	28	2292	0
3.139	1	1	314	10	1	28	2292	0
3.14	1	1	315	1	1	28	2292	0
3.141	1	1	315	2	1	28	2292	0
3.155	1	1	316	6	1	28	2292	0
3.156	1	1	316	7	1	28	2292	0
3.157	1	1	316	8	1	28	2292	0
3.158	1	1	316	9	1	28	2292	0
3.159	1	1	316	10	1	28	2292	0
3.16	1	1	317	1	1	28	2292	0
3.161	1	1	317	2	1	28	2292	0
3.162	1	1	317	3	1	28	2292	0
3.163	1	1	317	4	1	28	2292	0
3.164	1	1	317	5	1	28	2292	0
3.165	1	1	317	6	1	28	2292	0
3.166	1	1	317	7	1	28	2292	0
3.167	1	1	317	8	1	28	2292	0
3.168	1	1	317	9	1	28	2292	0
3.169	1	1	317	10	1	28	2292	0
3.17	1	1	318	1	1	28	2292	0
3.171	1	1	318	2	1	28	2292	0
3.172	1	1	318	3	1	28	2292	0
3.173	1	1	318	4	1	28	2292	0
3.174	1	1	318	5	1	28	2292	0
3.175	1	1	318	6	1	28	2292	0
3.176	1	1	318	7	1	28	2292	0
3.177	1	1	318	8	1	28	2292	0
3.184	1	1	319	5	1	28	2292	0
3.196	1	1	320	7	1	28	2292	0
3.197	1	1	320	8	1	28	2292	0
3.198	1	1	320	9	1	28	2292	0
3.201	1	1	321	2	1	28	2292	0
3.202	1	1	321	3	1	28	2292	0
3.211	1	1	322	2	1	28	2292	0
3.215	1	1	322	6	1	28	2292	0
3.216	1	1	322	7	1	28	2292	0
3.218	1	1	322	9	1	28	2292	0
3.231	1	1	324	2	1	28	2292	0
3.247	1	1	325	8	1	28	2292	0
3.248	1	1	325	9	1	28	2292	0
3.251	1	1	326	2	1	28	2292	0
3.271	1	1	328	2	1	28	2292	0
3.291	1	1	330	2	1	20	1335	0
3.302	1	1	331	3	1	20	1335	0
3.311	1	1	332	2	1	24	1692	0
3.318	1	1	332	9	1	28	2292	0
3.322	1	1	333	3	1	28	2292	0
3.333	1	1	334	4	1	28	2292	0
3.348	1	1	335	9	1	28	2292	0
3.349	1	1	335	10	1	28	2292	0
3.35	1	1	336	1	1	28	2292	0
3.351	1	1	336	2	1	28	2292	0
3.353	1	1	336	4	1	28	2292	0
3.354	1	1	336	5	1	28	2292	0
3.355	1	1	336	6	1	28	2292	0
3.356	1	1	336	7	1	28	2292	0
3.357	1	1	336	8	1	28	2292	0
3.358	1	1	336	9	1	28	2292	0
3.359	1	1	336	10	1	28	2292	0
3.36	1	1	337	1	1	28	2292	0
3.361	1	1	337	2	1	28	2292	0
3.362	1	1	337	3	1	28	2292	0
3.363	1	1	337	4	1	28	2292	0
3.364	1	1	337	5	1	28	2292	0
3.365	1	1	337	6	1	28	2292	0
3.366	1	1	337	7	1	28	2292	0
3.367	1	1	337	8	1	28	2292	0
3.368	1	1	337	9	1	28	2292	0
3.386	1	1	339	7	1	28	2292	0
3.387	1	1	339	8	1	28	2292	0
3.388	1	1	339	9	1	28	2292	0
3.389	1	1	339	10	1	28	2292	0
3.39	1	1	340	1	1	28	2292	0
3.391	1	1	340	2	1	28	2292	0
3.392	1	1	340	3	1	28	2292	0
3.393	1	1	340	4	1	28	2292	0
3.401	1	1	341	2	1	24	1692	0
3.402	1	1	341	3	1	24	1692	0
3.403	1	1	341	4	1	24	1692	0
3.404	1	1	341	5	1	24	1692	0
3.405	1	1	341	6	1	24	1692	0
3.406	1	1	341	7	1	24	1692	0
3.407	1	1	341	8	1	24	1692	0
3.408	1	1	341	9	1	22	1431	0
3.409	1	1	341	10	1	22	1431	0
3.41	1	1	342	1	1	22	1431	0
3.411	1	1	342	2	1	20	1335	0
3.412	1	1	342	3	1	20	1335	0
3.413	1	1	342	4	1	20	1335	0
3.414	1	1	342	5	1	20	1335	0
3.415	1	1	342	6	1	20	1335	0
3.416	1	1	342	7	1	20	1335	0
3.417	1	1	342	8	1	22	1431	0
3.418	1	1	342	9	1	22	1431	0
3.419	1	1	342	10	1	22	1431	0
3.42	1	1	343	1	1	24	1692	0
3.421	1	1	343	2	1	24	1692	0
3.422	1	1	343	3	1	24	1692	0
3.423	1	1	343	4	1	24	1692	0
3.424	1	1	343	5	1	24	1692	0
3.425	1	1	343	6	1	26	1908	0
3.426	1	1	343	7	1	26	1908	0
3.427	1	1	343	8	1	26	1908	0
3.428	1	1	343	9	1	26	1908	0
3.429	1	1	343	10	1	28	2292	0
3.43	1	1	344	1	1	28	2292	0
3.431	1	1	344	2	1	28	2292	0
3.432	1	1	344	3	1	28	2292	0
3.433	1	1	344	4	1	28	2292	0
3.434	1	1	344	5	1	28	2292	0
3.435	1	1	344	6	1	28	2292	0
3.437	1	1	344	8	1	28	2292	0
3.438	1	1	344	9	1	28	2292	0
3.451	1	1	346	2	1	28	2292	0
3.452	1	1	346	3	1	28	2292	0
3.453	1	1	346	4	1	28	2292	0
3.454	1	1	346	5	1	28	2292	0
3.455	1	1	346	6	1	28	2292	0
3.467	1	1	347	8	1	28	2292	0
3.487	1	1	349	8	1	28	2292	0
3.494	1	1	350	5	1	28	2292	0
3.507	1	1	351	8	1	28	2292	0
3.508	1	1	351	9	1	28	2292	0
3.509	1	1	351	10	1	28	2292	0
3.51	1	1	352	1	1	28	2292	0
3.512	1	1	352	3	1	28	2292	0
3.513	1	1	352	4	1	28	2292	0
3.514	1	1	352	5	1	28	2292	0
3.523	1	1	353	4	1	28	2292	0
3.525	1	1	353	6	1	28	2292	0
3.539	1	1	354	10	1	28	2292	0
3.542	1	1	355	3	1	28	2292	0
3.543	1	1	355	4	1	28	2292	0
3.544	1	1	355	5	1	28	2292	0
3.574	1	1	358	5	1	28	2292	0
3.576	1	1	358	7	1	28	2292	0
3.577	1	1	358	8	1	28	2292	0
3.578	1	1	358	9	1	28	2292	0
3.581	1	1	359	2	1	26	1908	0
3.589	1	1	359	10	1	26	1908	0
3.604	1	1	361	5	1	20	1335	0
3.608	1	1	361	9	1	20	1335	0
3.609	1	1	361	10	1	20	1335	0
3.61	1	1	362	1	1	20	1335	0
3.611	1	1	362	2	1	18	1143	0
3.612	1	1	362	3	1	18	1143	0
3.613	1	1	362	4	1	18	1143	0
3.614	1	1	362	5	1	18	1143	0
3.615	1	1	362	6	1	16	967	0
3.616	1	1	362	7	1	16	967	0
3.617	1	1	362	8	1	16	967	0
3.618	1	1	362	9	1	16	967	0
3.619	1	1	362	10	1	16	967	0
3.62	1	1	363	1	1	16	967	0
3.621	1	1	363	2	1	14	807	0
3.622	1	1	363	3	1	14	807	0
3.623	1	1	363	4	1	14	807	0
3.624	1	1	363	5	1	14	807	0
3.625	1	1	363	6	1	14	807	0
3.626	1	1	363	7	1	14	807	0
3.627	1	1	363	8	1	14	807	0
3.628	1	1	363	9	1	14	807	0
3.629	1	1	363	10	1	14	807	0
3.63	1	1	364	1	1	14	807	0
3.637	1	1	364	8	1	14	807	0
3.638	1	1	364	9	1	14	807	0
3.653	1	1	366	4	1	14	807	0
3.654	1	1	366	5	1	14	807	0
3.655	1	1	366	6	1	14	807	0
3.656	1	1	366	7	1	14	807	0
3.657	1	1	366	8	1	14	807	0
3.658	1	1	366	9	1	14	807	0
3.659	1	1	366	10	1	14	807	0
3.66	1	1	367	1	1	18	1143	0
3.661	1	1	367	2	1	18	1143	0
3.662	1	1	367	3	1	18	1143	0
3.663	1	1	367	4	1	18	1143	0
3.664	1	1	367	5	1	18	1143	0
3.671	1	1	368	2	1	18	1143	0
3.672	1	1	368	3	1	18	1143	0
3.673	1	1	368	4	1	18	1143	0
3.674	1	1	368	5	1	18	1143	0
3.675	1	1	368	6	1	18	1143	0
3.679	1	1	368	10	1	20	1335	0
3.68	1	1	369	1	1	20	1335	0
3.695	1	1	370	6	1	20	1335	0
3.697	1	1	370	8	1	20	1335	0
3.698	1	1	370	9	1	20	1335	0
3.699	1	1	370	10	1	20	1335	0
3.7	1	1	371	1	1	20	1335	0
3.701	1	1	371	2	1	20	1335	0
3.702	1	1	371	3	1	24	1692	0
3.71	1	1	372	1	1	24	1692	0
3.714	1	1	372	5	1	24	1692	0
3.715	1	1	372	6	1	24	1692	0
3.716	1	1	372	7	1	24	1692	0
3.717	1	1	372	8	1	24	1692	0
3.719	1	1	372	10	1	24	1692	0
3.73	1	1	374	1	1	24	1692	0
3.731	1	1	374	2	1	24	1692	0
3.733	1	1	374	4	1	24	1692	0
3.734	1	1	374	5	1	24	1692	0
3.736	1	1	374	7	1	24	1692	0
3.747	1	1	375	8	1	16	967	0
3.748	1	1	375	9	1	16	967	0
3.749	1	1	375	10	1	16	967	0
3.75	1	1	376	1	1	16	967	0
3.751	1	1	376	2	1	16	967	0
3.752	1	1	376	3	1	16	967	0
3.753	1	1	376	4	1	16	967	0
3.754	1	1	376	5	1	6	325	0
3.755	1	1	376	6	1	6	325	0
3.756	1	1	376	7	1	6	325	0
3.757	1	1	376	8	1	6	325	0
3.758	1	1	376	9	1	6	325	0
3.759	1	1	376	10	1	6	325	0
3.76	1	1	377	1	1	6	325	0
3.767	1	1	377	8	1	2	137	0
3.768	1	1	377	9	1	2	137	0
3.769	1	1	377	10	1	2	137	0
3.77	1	1	378	1	1	2	137	0
3.771	1	1	378	2	1	2	137	0
3.772	1	1	378	3	1	2	137	0
3.773	1	1	378	4	1	2	137	0
3.774	1	1	378	5	1	2	137	0
3.775	1	1	378	6	1	2	137	0
3.776	1	1	378	7	1	2	137	0
3.777	1	1	378	8	1	2	137	0
3.778	1	1	378	9	1	2	137	0
3.779	1	1	378	10	1	2	137	0
3.78	1	1	379	1	1	2	137	0
3.781	1	1	379	2	1	2	137	0
3.782	1	1	379	3	1	2	137	0
3.783	1	1	379	4	1	2	137	0
3.784	1	1	379	5	1	2	137	0
3.785	1	1	379	6	1	2	137	0
3.786	1	1	379	7	1	2	137	0
3.787	1	1	379	8	1	2	137	0
3.788	1	1	379	9	1	8	437	0
3.789	1	1	379	10	1	8	437	0
3.79	1	1	380	1	1	8	437	0
3.791	1	1	380	2	1	8	437	0
3.792	1	1	380	3	1	8	437	0
3.796	1	1	380	7	1	8	437	0
3.797	1	1	380	8	1	8	437	0
3.798	1	1	380	9	1	10	549	0
3.799	1	1	380	10	1	10	549	0
3.8	1	1	381	1	1	10	549	0
3.806	1	1	381	7	1	10	549	0
3.807	1	1	381	8	1	10	549	0
3.808	1	1	381	9	1	10	549	0
3.809	1	1	381	10	1	10	549	0
3.81	1	1	382	1	1	10	549	0
3.811	1	1	382	2	1	10	549	0
3.812	1	1	382	3	1	10	549	0
3.813	1	1	382	4	1	10	549	0
3.814	1	1	382	5	1	4	225	0
3.815	1	1	382	6	1	4	225	0
3.816	1	1	382	7	1	4	225	0
3.817	1	1	382	8	1	4	225	0
3.818	1	1	382	9	1	4	225	0
3.819	1	1	382	10	1	4	225	0
3.82	1	1	383	1	1	4	225	0
3.821	1	1	383	2	1	4	225	0
3.822	1	1	383	3	1	4	225	0
3.823	1	1	383	4	1	4	225	0
3.824	1	1	383	5	1	0	85	0
3.825	1	1	383	6	1	0	85	0
3.826	1	1	383	7	1	0	85	0
3.827	1	1	383	8	1	0	85	0
3.828	1	1	383	9	1	0	85	0
3.829	1	1	383	10	1	0	85	0
3.83	1	1	384	1	1	0	85	0
3.831	1	1	384	2	1	0	85	0
3.832	1	1	384	3	1	0	85	0
3.833	1	1	384	4	1	0	85	0
3.834	1	1	384	5	1	12	621	0
3.835	1	1	384	6	1	12	621	0
3.836	1	1	384	7	1	12	621	0
3.837	1	1	384	8	1	12	621	0
3.838	1	1	384	9	1	12	621	0
3.839	1	1	384	10	1	12	621	0
3.84	1	1	385	1	1	12	621	0
3.841	1	1	385	2	1	18	1143	0
3.842	1	1	385	3	1	18	1143	0
3.843	1	1	385	4	1	18	1143	0
3.844	1	1	385	5	1	20	1335	0
3.845	1	1	385	6	1	20	1335	0
3.846	1	1	385	7	1	20	1335	0
3.847	1	1	385	8	1	20	1335	0
3.848	1	1	385	9	1	18	1143	0
3.849	1	1	385	10	1	18	1143	0
3.85	1	1	386	1	1	16	967	0
3.851	1	1	386	2	1	14	807	0
3.852	1	1	386	3	1	14	807	0
3.853	1	1	386	4	1	14	807	0
3.854	1	1	386	5	1	12	621	0
3.855	1	1	386	6	1	12	621	0
3.856	1	1	386	7	1	12	621	0
3.857	1	1	386	8	1	10	549	0
3.858	1	1	386	9	1	6	325	0
3.859	1	1	386	10	1	4	225	0
3.86	1	1	387	1	1	2	137	0
3.861	1	1	387	2	1	2	137	0
3.862	1	1	387	3	1	2	137	0
3.863	1	1	387	4	1	2	137	0
3.864	1	1	387	5	1	8	437	0
3.865	1	1	387	6	1	8	437	0
3.866	1	1	387	7	1	8	437	0
3.867	1	1	387	8	1	8	437	0
3.868	1	1	387	9	1	14	807	0
3.869	1	1	387	10	1	14	807	0
3.87	1	1	388	1	1	16	967	0
3.871	1	1	388	2	1	16	967	0
3.872	1	1	388	3	1	18	1143	0
3.878	1	1	388	9	1	20	1335	0
3.879	1	1	388	10	1	20	1335	0
3.88	1	1	389	1	1	20	1335	0
3.899	1	1	390	10	1	22	1431	0
3.9	1	1	391	1	1	22	1431	0
3.902	1	1	391	3	1	22	1431	0
3.903	1	1	391	4	1	22	1431	0
3.905	1	1	391	6	1	22	1431	0
3.906	1	1	391	7	1	22	1431	0
3.915	1	1	392	6	1	22	1431	0
3.917	1	1	392	8	1	22	1431	0
3.918	1	1	392	9	1	22	1431	0
3.919	1	1	392	10	1	22	1431	0
3.92	1	1	393	1	1	22	1431	0
3.921	1	1	393	2	1	26	1908	0
3.922	1	1	393	3	1	26	1908	0
3.931	1	1	394	2	1	26	1908	0
3.933	1	1	394	4	1	26	1908	0
3.934	1	1	394	5	1	26	1908	0
3.935	1	1	394	6	1	26	1908	0
3.936	1	1	394	7	1	26	1908	0
3.937	1	1	394	8	1	26	1908	0
3.938	1	1	394	9	1	28	2292	0
3.947	1	1	395	8	1	28	2292	0
3.949	1	1	395	10	1	28	2292	0
3.95	1	1	396	1	1	28	2292	0
3.951	1	1	396	2	1	28	2292	0
3.952	1	1	396	3	1	28	2292	0
3.953	1	1	396	4	1	28	2292	0
3.954	1	1	396	5	1	24	1692	0
3.963	1	1	397	4	1	22	1431	0
3.983	1	1	399	4	1	22	1431	0
4.003	1	1	401	4	1	12	621	0
4.012	1	1	402	3	1	12	621	0
4.023	1	1	403	4	1	12	621	0
4.039	1	1	404	10	1	12	621	0
4.054	1	1	406	5	1	28	2292	0
4.055	1	1	406	6	1	28	2292	0
4.056	1	1	406	7	1	28	2292	0
4.057	1	1	406	8	1	28	2292	0
4.058	1	1	406	9	1	28	2292	0
4.059	1	1	406	10	1	28	2292	0
4.06	1	1	407	1	1	28	2292	0
4.061	1	1	407	2	1	28	2292	0
4.062	1	1	407	3	1	28	2292	0
4.063	1	1	407	4	1	28	2292	0
4.064	1	1	407	5	1	28	2292	0
4.065	1	1	407	6	1	28	2292	0
4.066	1	1	407	7	1	28	2292	0
4.067	1	1	407	8	1	28	2292	0
4.068	1	1	407	9	1	28	2292	0
4.085	1	1	409	6	1	22	1431	0
4.092	1	1	410	3	1	6	325	0
4.093	1	1	410	4	1	6	325	0
4.094	1	1	410	5	1	6	325	0
4.095	1	1	410	6	1	6	325	0
4.096	1	1	410	7	1	6	325	0
4.097	1	1	410	8	1	6	325	0
4.098	1	1	410	9	1	6	325	0
4.099	1	1	410	10	1	8	437	0
4.1	1	1	411	1	1	10	549	0
4.101	1	1	411	2	1	12	621	0
4.102	1	1	411	3	1	14	807	0
4.103	1	1	411	4	1	14	807	0
