% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
4.104	1	1	411	5	1	16	967	0
4.105	1	1	411	6	1	18	1143	0
4.106	1	1	411	7	1	18	1143	0
4.107	1	1	411	8	1	20	1335	0
4.108	1	1	411	9	1	20	1335	0
4.109	1	1	411	10	1	20	1335	0
4.11	1	1	412	1	1	20	1335	0
4.111	1	1	412	2	1	20	1335	0
4.124	1	1	413	5	1	24	1692	0
4.126	1	1	413	7	1	24	1692	0
4.127	1	1	413	8	1	24	1692	0
4.131	1	1	414	2	1	24	1692	0
4.134	1	1	414	5	1	24	1692	0
4.151	1	1	416	2	1	24	1692	0
4.154	1	1	416	5	1	24	1692	0
4.157	1	1	416	8	1	24	1692	0
4.16	1	1	417	1	1	24	1692	0
4.17	1	1	418	1	1	28	2292	0
4.172	1	1	418	3	1	28	2292	0
4.173	1	1	418	4	1	28	2292	0
4.174	1	1	418	5	1	28	2292	0
4.175	1	1	418	6	1	28	2292	0
4.177	1	1	418	8	1	28	2292	0
4.186	1	1	419	7	1	28	2292	0
4.188	1	1	419	9	1	28	2292	0
4.189	1	1	419	10	1	28	2292	0
4.191	1	1	420	2	1	28	2292	0
4.205	1	1	421	6	1	28	2292	0
4.206	1	1	421	7	1	28	2292	0
4.226	1	1	423	7	1	28	2292	0
4.246	1	1	425	7	1	20	1335	0
4.264	1	1	427	5	1	28	2292	0
4.274	1	1	428	5	1	28	2292	0
4.284	1	1	429	5	1	28	2292	0
4.304	1	1	431	5	1	28	2292	0
4.324	1	1	433	5	1	26	1908	0
4.344	1	1	435	5	1	26	1908	0
4.352	1	1	436	3	1	26	1908	0
4.372	1	1	438	3	1	28	2292	0
4.392	1	1	440	3	1	28	2292	0
4.412	1	1	442	3	1	28	2292	0
4.414	1	1	442	5	1	28	2292	0
4.416	1	1	442	7	1	28	2292	0
4.417	1	1	442	8	1	28	2292	0
4.432	1	1	444	3	1	24	1692	0
4.434	1	1	444	5	1	24	1692	0
4.448	1	1	445	9	1	2	137	0
4.449	1	1	445	10	1	2	137	0
4.454	1	1	446	5	1	2	137	0
4.455	1	1	446	6	1	18	1143	0
4.464	1	1	447	5	1	20	1335	0
4.467	1	1	447	8	1	20	1335	0
4.468	1	1	447	9	1	20	1335	0
4.48	1	1	449	1	1	24	1692	0
4.486	1	1	449	7	1	28	2292	0
4.487	1	1	449	8	1	28	2292	0
4.496	1	1	450	7	1	28	2292	0
4.497	1	1	450	8	1	28	2292	0
4.498	1	1	450	9	1	28	2292	0
4.501	1	1	451	2	1	28	2292	0
4.502	1	1	451	3	1	28	2292	0
4.503	1	1	451	4	1	26	1908	0
4.504	1	1	451	5	1	26	1908	0
4.505	1	1	451	6	1	26	1908	0
4.506	1	1	451	7	1	26	1908	0
4.507	1	1	451	8	1	26	1908	0
4.508	1	1	451	9	1	26	1908	0
4.525	1	1	453	6	1	22	1431	0
4.526	1	1	453	7	1	22	1431	0
4.527	1	1	453	8	1	22	1431	0
4.528	1	1	453	9	1	22	1431	0
4.529	1	1	453	10	1	22	1431	0
4.53	1	1	454	1	1	22	1431	0
4.545	1	1	455	6	1	18	1143	0
4.546	1	1	455	7	1	18	1143	0
4.547	1	1	455	8	1	18	1143	0
4.548	1	1	455	9	1	18	1143	0
4.549	1	1	455	10	1	18	1143	0
4.55	1	1	456	1	1	18	1143	0
4.551	1	1	456	2	1	18	1143	0
4.555	1	1	456	6	1	18	1143	0
4.556	1	1	456	7	1	18	1143	0
4.557	1	1	456	8	1	18	1143	0
4.558	1	1	456	9	1	18	1143	0
4.559	1	1	456	10	1	18	1143	0
4.56	1	1	457	1	1	18	1143	0
4.566	1	1	457	7	1	18	1143	0
4.573	1	1	458	4	1	0	85	0
4.574	1	1	458	5	1	0	85	0
4.575	1	1	458	6	1	0	85	0
4.576	1	1	458	7	1	0	85	0
4.577	1	1	458	8	1	0	85	0
4.578	1	1	458	9	1	0	85	0
4.579	1	1	458	10	1	0	85	0
4.58	1	1	459	1	1	0	85	0
4.581	1	1	459	2	1	0	85	0
4.582	1	1	459	3	1	0	85	0
4.583	1	1	459	4	1	0	85	0
4.584	1	1	459	5	1	0	85	0
4.585	1	1	459	6	1	0	85	0
4.586	1	1	459	7	1	0	85	0
4.587	1	1	459	8	1	0	85	0
4.588	1	1	459	9	1	0	85	0
4.589	1	1	459	10	1	0	85	0
4.59	1	1	460	1	1	0	85	0
4.591	1	1	460	2	1	0	85	0
4.592	1	1	460	3	1	0	85	0
4.593	1	1	460	4	1	0	85	0
4.594	1	1	460	5	1	0	85	0
4.595	1	1	460	6	1	0	85	0
4.596	1	1	460	7	1	0	85	0
4.597	1	1	460	8	1	0	85	0
4.598	1	1	460	9	1	0	85	0
4.641	1	1	465	2	1	0	85	0
4.642	1	1	465	3	1	0	85	0
4.643	1	1	465	4	1	0	85	0
4.644	1	1	465	5	1	0	85	0
4.645	1	1	465	6	1	0	85	0
4.646	1	1	465	7	1	0	85	0
4.647	1	1	465	8	1	0	85	0
4.648	1	1	465	9	1	0	85	0
4.649	1	1	465	10	1	0	85	0
4.65	1	1	466	1	1	0	85	0
4.651	1	1	466	2	1	0	85	0
4.652	1	1	466	3	1	4	225	0
4.653	1	1	466	4	1	4	225	0
4.654	1	1	466	5	1	4	225	0
4.655	1	1	466	6	1	4	225	0
4.656	1	1	466	7	1	4	225	0
4.657	1	1	466	8	1	4	225	0
4.658	1	1	466	9	1	4	225	0
4.659	1	1	466	10	1	4	225	0
4.66	1	1	467	1	1	4	225	0
4.853	3	1	486	4	1	0	85	0
4.873	3	1	488	4	1	0	85	0
4.893	3	1	490	4	1	28	2292	0
4.913	3	1	492	4	1	28	2292	0
4.933	3	1	494	4	1	28	2292	0
4.953	3	1	496	4	1	28	2292	0
4.988	3	1	499	9	1	20	1335	0
5.023	3	1	503	4	1	28	2292	0
5.058	3	1	506	9	1	28	2292	0
5.059	3	1	506	10	1	28	2292	0
5.094	3	1	510	5	1	28	2292	0
5.095	3	1	510	6	1	28	2292	0
5.115	3	1	512	6	1	22	1431	0
5.123	3	1	513	4	1	28	2292	0
5.13	3	1	514	1	1	28	2292	0
5.15	3	1	516	1	1	28	2292	0
5.151	3	1	516	2	1	28	2292	0
5.152	3	1	516	3	1	28	2292	0
5.172	3	1	518	3	1	28	2292	0
5.179	3	1	518	10	1	28	2292	0
5.187	3	1	519	8	1	28	2292	0
5.188	3	1	519	9	1	28	2292	0
5.223	3	1	523	4	1	16	967	0
5.266	3	1	527	7	1	22	1431	0
5.286	3	1	529	7	1	24	1692	0
5.29	3	1	530	1	1	24	1692	0
5.291	3	1	530	2	1	24	1692	0
5.321	3	1	533	2	1	22	1431	0
5.322	3	1	533	3	1	22	1431	0
5.356	3	1	536	7	1	22	1431	0
5.357	3	1	536	8	1	22	1431	0
5.391	3	1	540	2	1	22	1431	0
5.392	3	1	540	3	1	22	1431	0
5.426	3	1	543	7	1	26	1908	0
5.427	3	1	543	8	1	26	1908	0
5.461	3	1	547	2	1	28	2292	0
5.462	3	1	547	3	1	28	2292	0
5.496	3	1	550	7	1	28	2292	0
5.497	3	1	550	8	1	28	2292	0
5.531	3	1	554	2	1	28	2292	0
5.532	3	1	554	3	1	28	2292	0
5.552	3	1	556	3	1	28	2292	0
5.559	3	1	556	10	1	28	2292	0
5.572	3	1	558	3	1	22	1431	0
5.592	3	1	560	3	1	22	1431	0
5.611	3	1	562	2	1	28	2292	0
5.612	3	1	562	3	1	28	2292	0
5.634	3	1	564	5	1	28	2292	0
5.669	3	1	567	10	1	28	2292	0
5.67	3	1	568	1	1	28	2292	0
5.704	3	1	571	5	1	28	2292	0
5.705	3	1	571	6	1	28	2292	0
5.739	3	1	574	10	1	28	2292	0
5.74	3	1	575	1	1	28	2292	0
5.774	3	1	578	5	1	28	2292	0
5.775	3	1	578	6	1	28	2292	0
5.809	3	1	581	10	1	28	2292	0
5.81	3	1	582	1	1	28	2292	0
5.83	3	1	584	1	1	28	2292	0
5.837	3	1	584	8	1	28	2292	0
5.844	3	1	585	5	1	6	325	0
5.845	3	1	585	6	1	6	325	0
5.846	3	1	585	7	1	6	325	0
5.847	3	1	585	8	1	6	325	0
5.865	3	1	587	6	1	28	2292	0
5.88	3	1	589	1	1	28	2292	0
5.881	3	1	589	2	1	28	2292	0
5.915	3	1	592	6	1	28	2292	0
5.916	3	1	592	7	1	28	2292	0
5.95	3	1	596	1	1	28	2292	0
5.971	3	1	598	2	1	20	1335	0
5.985	3	1	599	6	1	22	1431	0
6.005	3	1	601	6	1	28	2292	0
6.006	3	1	601	7	1	28	2292	0
6.007	3	1	601	8	1	28	2292	0
6.04	3	1	605	1	1	28	2292	0
6.041	3	1	605	2	1	28	2292	0
6.042	3	1	605	3	1	28	2292	0
6.058	3	1	606	9	1	28	2292	0
6.075	3	1	608	6	1	28	2292	0
6.095	3	1	610	6	1	28	2292	0
6.15	3	1	616	1	1	2	137	0
6.151	3	1	616	2	1	2	137	0
6.17	3	1	618	1	1	16	967	0
6.179	3	1	618	10	1	16	967	0
6.186	3	1	619	7	1	14	807	0
6.187	3	1	619	8	1	14	807	0
6.207	3	1	621	8	1	24	1692	0
6.214	3	1	622	5	1	28	2292	0
6.221	3	1	623	2	1	28	2292	0
6.241	3	1	625	2	1	28	2292	0
6.242	3	1	625	3	1	28	2292	0
6.243	3	1	625	4	1	28	2292	0
6.244	3	1	625	5	1	28	2292	0
6.249	3	1	625	10	1	28	2292	0
6.269	3	1	627	10	1	28	2292	0
6.27	3	1	628	1	1	28	2292	0
6.276	3	1	628	7	1	28	2292	0
6.277	3	1	628	8	1	28	2292	0
6.297	3	1	630	8	1	28	2292	0
6.298	3	1	630	9	1	28	2292	0
6.304	3	1	631	5	1	28	2292	0
6.305	3	1	631	6	1	28	2292	0
6.325	3	1	633	6	1	28	2292	0
6.356	3	1	636	7	1	28	2292	0
6.36	3	1	637	1	1	28	2292	0
6.391	3	1	640	2	1	28	2292	0
6.392	3	1	640	3	1	28	2292	0
6.393	3	1	640	4	1	28	2292	0
6.426	3	1	643	7	1	4	225	0
6.427	3	1	643	8	1	4	225	0
6.428	3	1	643	9	1	4	225	0
6.429	3	1	643	10	1	4	225	0
6.43	3	1	644	1	1	4	225	0
6.431	3	1	644	2	1	4	225	0
6.448	3	1	645	9	1	28	2292	0
6.462	3	1	647	3	1	28	2292	0
6.463	3	1	647	4	1	28	2292	0
6.484	3	1	649	5	1	28	2292	0
6.518	3	1	652	9	1	28	2292	0
6.521	3	1	653	2	1	28	2292	0
6.522	3	1	653	3	1	28	2292	0
6.524	3	1	653	5	1	28	2292	0
6.553	3	1	656	4	1	28	2292	0
6.554	3	1	656	5	1	28	2292	0
6.555	3	1	656	6	1	28	2292	0
6.556	3	1	656	7	1	28	2292	0
6.611	3	1	662	2	1	24	1692	0
6.612	3	1	662	3	1	24	1692	0
6.613	3	1	662	4	1	24	1692	0
6.614	3	1	662	5	1	24	1692	0
6.646	3	1	665	7	1	28	2292	0
6.647	3	1	665	8	1	28	2292	0
6.648	3	1	665	9	1	28	2292	0
6.649	3	1	665	10	1	28	2292	0
6.681	3	1	669	2	1	28	2292	0
6.682	3	1	669	3	1	28	2292	0
6.683	3	1	669	4	1	28	2292	0
6.684	3	1	669	5	1	28	2292	0
6.685	3	1	669	6	1	28	2292	0
6.716	3	1	672	7	1	28	2292	0
6.717	3	1	672	8	1	28	2292	0
6.718	3	1	672	9	1	28	2292	0
6.719	3	1	672	10	1	28	2292	0
6.72	3	1	673	1	1	28	2292	0
6.751	3	1	676	2	1	28	2292	0
6.752	3	1	676	3	1	28	2292	0
6.753	3	1	676	4	1	28	2292	0
6.754	3	1	676	5	1	28	2292	0
6.755	3	1	676	6	1	28	2292	0
6.81	3	1	682	1	1	28	2292	0
6.811	3	1	682	2	1	28	2292	0
6.812	3	1	682	3	1	28	2292	0
6.818	3	1	682	9	1	28	2292	0
6.832	3	1	684	3	1	16	967	0
6.837	3	1	684	8	1	16	967	0
6.839	3	1	684	10	1	16	967	0
6.852	3	1	686	3	1	28	2292	0
6.865	3	1	687	6	1	28	2292	0
6.872	3	1	688	3	1	28	2292	0
6.895	3	1	690	6	1	28	2292	0
6.915	3	1	692	6	1	28	2292	0
6.932	3	1	694	3	1	22	1431	0
6.933	3	1	694	4	1	22	1431	0
6.967	3	1	697	8	1	28	2292	0
6.968	3	1	697	9	1	28	2292	0
6.969	3	1	697	10	1	28	2292	0
6.971	3	1	698	2	1	28	2292	0
6.972	3	1	698	3	1	28	2292	0
6.995	3	1	700	6	1	28	2292	0
7.008	3	1	701	9	1	18	1143	0
7.015	3	1	702	6	1	18	1143	0
7.035	3	1	704	6	1	14	807	0
7.05	3	1	706	1	1	18	1143	0
7.051	3	1	706	2	1	18	1143	0
7.053	3	1	706	4	1	18	1143	0
7.073	3	1	708	4	1	0	85	0
7.074	3	1	708	5	1	0	85	0
7.075	3	1	708	6	1	0	85	0
7.078	3	1	708	9	1	0	85	0
7.079	3	1	708	10	1	0	85	0
7.08	3	1	709	1	1	0	85	0
7.085	3	1	709	6	1	24	1692	0
7.092	3	1	710	3	1	26	1908	0
7.118	3	1	712	9	1	26	1908	0
7.142	3	1	715	3	1	28	2292	0
7.145	3	1	715	6	1	28	2292	0
7.146	3	1	715	7	1	28	2292	0
7.149	3	1	715	10	1	28	2292	0
7.177	3	1	718	8	1	26	1908	0
7.178	3	1	718	9	1	26	1908	0
7.179	3	1	718	10	1	26	1908	0
7.18	3	1	719	1	1	26	1908	0
7.181	3	1	719	2	1	26	1908	0
7.182	3	1	719	3	1	26	1908	0
7.215	3	1	722	6	1	24	1692	0
7.268	3	1	727	9	1	20	1335	0
7.304	3	1	731	5	1	20	1335	0
7.305	3	1	731	6	1	20	1335	0
7.321	3	1	733	2	1	18	1143	0
7.341	3	1	735	2	1	18	1143	0
7.342	3	1	735	3	1	18	1143	0
7.346	3	1	735	7	1	18	1143	0
7.347	3	1	735	8	1	18	1143	0
7.376	3	1	738	7	1	28	2292	0
7.377	3	1	738	8	1	28	2292	0
7.378	3	1	738	9	1	28	2292	0
7.379	3	1	738	10	1	28	2292	0
7.38	3	1	739	1	1	28	2292	0
7.381	3	1	739	2	1	28	2292	0
7.401	3	1	741	2	1	24	1692	0
7.404	3	1	741	5	1	24	1692	0
7.411	3	1	742	2	1	22	1431	0
7.412	3	1	742	3	1	22	1431	0
7.413	3	1	742	4	1	22	1431	0
7.414	3	1	742	5	1	22	1431	0
7.415	3	1	742	6	1	22	1431	0
7.417	3	1	742	8	1	22	1431	0
7.437	3	1	744	8	1	20	1335	0
7.446	3	1	745	7	1	22	1431	0
7.447	3	1	745	8	1	22	1431	0
7.448	3	1	745	9	1	22	1431	0
7.449	3	1	745	10	1	22	1431	0
7.45	3	1	746	1	1	22	1431	0
7.451	3	1	746	2	1	22	1431	0
7.472	3	1	748	3	1	26	1908	0
7.484	3	1	749	5	1	22	1431	0
7.514	3	1	752	5	1	22	1431	0
7.521	3	1	753	2	1	22	1431	0
7.522	3	1	753	3	1	0	85	0
7.523	3	1	753	4	1	0	85	0
7.524	3	1	753	5	1	0	85	0
7.525	3	1	753	6	1	0	85	0
7.526	3	1	753	7	1	0	85	0
7.527	3	1	753	8	1	0	85	0
7.528	3	1	753	9	1	8	437	0
7.529	3	1	753	10	1	10	549	0
7.546	3	1	755	7	1	18	1143	0
7.555	3	1	756	6	1	18	1143	0
7.564	3	1	757	5	1	28	2292	0
7.566	3	1	757	7	1	28	2292	0
7.586	3	1	759	7	1	28	2292	0
7.589	3	1	759	10	1	28	2292	0
7.609	3	1	761	10	1	6	325	0
7.61	3	1	762	1	1	6	325	0
7.616	3	1	762	7	1	18	1143	0
7.617	3	1	762	8	1	18	1143	0
7.618	3	1	762	9	1	18	1143	0
7.619	3	1	762	10	1	18	1143	0
7.621	3	1	763	2	1	18	1143	0
7.623	3	1	763	4	1	20	1335	0
7.645	3	1	765	6	1	26	1908	0
7.656	3	1	766	7	1	26	1908	0
8.652	4	1	866	3	1	28	2292	0
8.852	4	1	886	3	1	28	2292	0
8.887	4	1	889	8	1	28	2292	0
8.907	4	1	891	8	1	28	2292	0
8.915	4	1	892	6	1	28	2292	0
8.922	4	1	893	3	1	28	2292	0
8.942	4	1	895	3	1	28	2292	0
8.962	4	1	897	3	1	4	225	0
9.001	4	1	901	2	1	28	2292	0
9.002	4	1	901	3	1	28	2292	0
9.022	4	1	903	3	1	28	2292	0
9.057	4	1	906	8	1	20	1335	0
9.077	4	1	908	8	1	14	807	0
9.097	4	1	910	8	1	22	1431	0
9.105	4	1	911	6	1	22	1431	0
9.114	4	1	912	5	1	28	2292	0
9.115	4	1	912	6	1	28	2292	0
9.15	4	1	916	1	1	28	2292	0
9.151	4	1	916	2	1	28	2292	0
9.152	4	1	916	3	1	28	2292	0
9.229	4	1	923	10	1	24	1692	0
9.249	4	1	925	10	1	28	2292	0
9.253	4	1	926	4	1	28	2292	0
9.269	4	1	927	10	1	28	2292	0
9.277	4	1	928	8	1	28	2292	0
9.289	4	1	929	10	1	28	2292	0
9.309	4	1	931	10	1	28	2292	0
9.329	4	1	933	10	1	18	1143	0
9.349	4	1	935	10	1	18	1143	0
9.369	4	1	937	10	1	14	807	0
9.374	4	1	938	5	1	14	807	0
9.394	4	1	940	5	1	14	807	0
9.397	4	1	940	8	1	14	807	0
9.401	4	1	941	2	1	20	1335	0
9.429	4	1	943	10	1	20	1335	0
9.43	4	1	944	1	1	20	1335	0
9.431	4	1	944	2	1	20	1335	0
9.432	4	1	944	3	1	20	1335	0
9.452	4	1	946	3	1	24	1692	0
9.457	4	1	946	8	1	24	1692	0
10.504	5	1	1051	5	1	12	621	0
10.524	5	1	1053	5	1	26	1908	0
10.704	5	1	1071	5	1	28	2292	0
10.724	5	1	1073	5	1	28	2292	0
10.744	5	1	1075	5	1	28	2292	0
10.764	5	1	1077	5	1	28	2292	0
10.819	5	1	1082	10	1	24	1692	0
10.854	5	1	1086	5	1	28	2292	0
10.889	5	1	1089	10	1	26	1908	0
10.924	5	1	1093	5	1	28	2292	0
10.925	5	1	1093	6	1	28	2292	0
10.959	5	1	1096	10	1	28	2292	0
10.96	5	1	1097	1	1	28	2292	0
10.994	5	1	1100	5	1	28	2292	0
10.995	5	1	1100	6	1	28	2292	0
11.015	5	1	1102	6	1	28	2292	0
11.023	5	1	1103	4	1	28	2292	0
11.031	5	1	1104	2	1	28	2292	0
11.035	5	1	1104	6	1	28	2292	0
11.051	5	1	1106	2	1	28	2292	0
11.055	5	1	1106	6	1	28	2292	0
11.075	5	1	1108	6	1	28	2292	0
11.095	5	1	1110	6	1	28	2292	0
11.098	5	1	1110	9	1	28	2292	0
11.118	5	1	1112	9	1	28	2292	0
11.123	5	1	1113	4	1	28	2292	0
11.138	5	1	1114	9	1	28	2292	0
11.158	5	1	1116	9	1	28	2292	0
11.178	5	1	1118	9	1	28	2292	0
11.213	5	1	1122	4	1	28	2292	0
11.214	5	1	1122	5	1	28	2292	0
11.234	5	1	1124	5	1	28	2292	0
11.235	5	1	1124	6	1	28	2292	0
11.241	5	1	1125	2	1	28	2292	0
11.248	5	1	1125	9	1	28	2292	0
11.268	5	1	1127	9	1	28	2292	0
11.269	5	1	1127	10	1	28	2292	0
11.288	5	1	1129	9	1	28	2292	0
11.3	5	1	1131	1	1	24	1692	0
11.301	5	1	1131	2	1	24	1692	0
11.302	5	1	1131	3	1	24	1692	0
11.335	5	1	1134	6	1	16	967	0
11.337	5	1	1134	8	1	16	967	0
11.357	5	1	1136	8	1	26	1908	0
11.358	5	1	1136	9	1	26	1908	0
11.37	5	1	1138	1	1	28	2292	0
11.385	5	1	1139	6	1	28	2292	0
11.39	5	1	1140	1	1	28	2292	0
11.392	5	1	1140	3	1	28	2292	0
11.41	5	1	1142	1	1	28	2292	0
11.414	5	1	1142	5	1	28	2292	0
11.42	5	1	1143	1	1	28	2292	0
11.429	5	1	1143	10	1	28	2292	0
11.434	5	1	1144	5	1	28	2292	0
11.452	5	1	1146	3	1	28	2292	0
11.47	6	1	1148	1	1	0	85	0
11.491	6	1	1150	2	1	28	2292	0
11.493	6	1	1150	4	1	28	2292	0
11.527	6	1	1153	8	1	22	1431	0
11.57	6	1	1158	1	1	28	2292	0
11.571	6	1	1158	2	1	28	2292	0
11.605	6	1	1161	6	1	24	1692	0
11.64	6	1	1165	1	1	22	1431	0
11.641	6	1	1165	2	1	28	2292	0
11.675	6	1	1168	6	1	28	2292	0
11.83	6	1	1184	1	1	28	2292	0
11.85	6	1	1186	1	1	28	2292	0
11.87	6	1	1188	1	1	28	2292	0
11.89	6	1	1190	1	1	28	2292	0
11.925	6	1	1193	6	1	22	1431	0
11.96	6	1	1197	1	1	14	807	0
11.995	6	1	1200	6	1	18	1143	0
12.015	6	1	1202	6	1	28	2292	0
12.031	6	1	1204	2	1	28	2292	0
12.066	6	1	1207	7	1	28	2292	0
12.101	6	1	1211	2	1	24	1692	0
12.102	6	1	1211	3	1	24	1692	0
12.136	6	1	1214	7	1	28	2292	0
12.137	6	1	1214	8	1	28	2292	0
12.157	6	1	1216	8	1	28	2292	0
12.164	6	1	1217	5	1	28	2292	0
12.173	6	1	1218	4	1	28	2292	0
12.193	6	1	1220	4	1	24	1692	0
12.194	6	1	1220	5	1	24	1692	0
12.25	6	1	1226	1	1	22	1431	0
12.251	6	1	1226	2	1	22	1431	0
12.286	6	1	1229	7	1	20	1335	0
12.307	6	1	1231	8	1	20	1335	0
12.329	6	1	1233	10	1	20	1335	0
12.349	6	1	1235	10	1	20	1335	0
12.35	6	1	1236	1	1	20	1335	0
12.369	6	1	1237	10	1	24	1692	0
12.389	6	1	1239	10	1	24	1692	0
12.409	6	1	1241	10	1	28	2292	0
12.425	6	1	1243	6	1	28	2292	0
12.426	6	1	1243	7	1	28	2292	0
12.446	6	1	1245	7	1	28	2292	0
12.481	6	1	1249	2	1	28	2292	0
12.482	6	1	1249	3	1	28	2292	0
12.516	6	1	1252	7	1	28	2292	0
12.517	6	1	1252	8	1	28	2292	0
12.537	6	1	1254	8	1	20	1335	0
12.544	6	1	1255	5	1	20	1335	0
12.551	6	1	1256	2	1	20	1335	0
12.571	6	1	1258	2	1	26	1908	0
12.572	6	1	1258	3	1	26	1908	0
12.65	6	1	1266	1	1	18	1143	0
13.606	7	1	1361	7	1	22	1431	0
13.626	7	1	1363	7	1	22	1431	0
13.646	7	1	1365	7	1	20	1335	0
13.666	7	1	1367	7	1	20	1335	0
13.686	7	1	1369	7	1	22	1431	0
13.706	7	1	1371	7	1	22	1431	0
13.726	7	1	1373	7	1	24	1692	0
13.746	7	1	1375	7	1	24	1692	0
13.766	7	1	1377	7	1	28	2292	0
13.786	7	1	1379	7	1	28	2292	0
13.806	7	1	1381	7	1	28	2292	0
13.921	7	1	1393	2	1	28	2292	0
13.941	7	1	1395	2	1	28	2292	0
13.961	7	1	1397	2	1	24	1692	0
13.977	7	1	1398	8	1	24	1692	0
14.032	7	1	1404	3	1	28	2292	0
14.052	7	1	1406	3	1	28	2292	0
14.232	8	1	1424	3	1	18	1143	0
14.252	8	1	1426	3	1	28	2292	0
14.268	8	1	1427	9	1	26	1908	0
14.269	8	1	1427	10	1	26	1908	0
14.303	8	1	1431	4	1	28	2292	0
14.304	8	1	1431	5	1	28	2292	0
14.338	8	1	1434	9	1	28	2292	0
14.339	8	1	1434	10	1	28	2292	0
14.373	8	1	1438	4	1	22	1431	0
14.374	8	1	1438	5	1	22	1431	0
14.408	8	1	1441	9	1	20	1335	0
14.409	8	1	1441	10	1	20	1335	0
14.443	8	1	1445	4	1	28	2292	0
14.444	8	1	1445	5	1	28	2292	0
14.478	8	1	1448	9	1	28	2292	0
14.479	8	1	1448	10	1	28	2292	0
14.534	8	1	1454	5	1	28	2292	0
14.555	8	1	1456	6	1	24	1692	0
14.562	8	1	1457	3	1	24	1692	0
14.601	8	1	1461	2	1	0	85	0
14.602	8	1	1461	3	1	0	85	0
14.603	8	1	1461	4	1	0	85	0
14.617	8	1	1462	8	1	2	137	0
14.618	8	1	1462	9	1	2	137	0
14.637	8	1	1464	8	1	14	807	0
14.638	8	1	1464	9	1	14	807	0
14.653	8	1	1466	4	1	6	325	0
14.672	8	1	1468	3	1	18	1143	0
14.673	8	1	1468	4	1	18	1143	0
14.707	8	1	1471	8	1	28	2292	0
14.708	8	1	1471	9	1	28	2292	0
14.709	8	1	1471	10	1	28	2292	0
14.742	8	1	1475	3	1	22	1431	0
14.743	8	1	1475	4	1	22	1431	0
14.744	8	1	1475	5	1	22	1431	0
14.777	8	1	1478	8	1	28	2292	0
14.778	8	1	1478	9	1	28	2292	0
14.779	8	1	1478	10	1	28	2292	0
14.812	8	1	1482	3	1	28	2292	0
14.832	8	1	1484	3	1	28	2292	0
14.834	8	1	1484	5	1	28	2292	0
14.836	8	1	1484	7	1	28	2292	0
14.856	8	1	1486	7	1	28	2292	0
14.857	8	1	1486	8	1	28	2292	0
14.867	8	1	1487	8	1	28	2292	0
14.868	8	1	1487	9	1	28	2292	0
14.891	8	1	1490	2	1	28	2292	0
14.892	8	1	1490	3	1	28	2292	0
14.903	8	1	1491	4	1	28	2292	0
14.904	8	1	1491	5	1	28	2292	0
14.924	8	1	1493	5	1	28	2292	0
14.925	8	1	1493	6	1	28	2292	0
14.929	8	1	1493	10	1	28	2292	0
14.931	8	1	1494	2	1	28	2292	0
14.959	8	1	1496	10	1	28	2292	0
14.96	8	1	1497	1	1	28	2292	0
14.961	8	1	1497	2	1	28	2292	0
14.994	8	1	1500	5	1	26	1908	0
14.995	8	1	1500	6	1	26	1908	0
14.996	8	1	1500	7	1	26	1908	0
15.029	8	1	1503	10	1	28	2292	0
15.03	8	1	1504	1	1	28	2292	0
15.031	8	1	1504	2	1	28	2292	0
15.064	8	1	1507	5	1	22	1431	0
15.065	8	1	1507	6	1	22	1431	0
15.066	8	1	1507	7	1	22	1431	0
15.067	8	1	1507	8	1	22	1431	0
15.1	8	1	1511	1	1	28	2292	0
15.101	8	1	1511	2	1	28	2292	0
15.102	8	1	1511	3	1	28	2292	0
15.122	8	1	1513	3	1	26	1908	0
15.125	8	1	1513	6	1	26	1908	0
15.157	8	1	1516	8	1	28	2292	0
15.158	8	1	1516	9	1	28	2292	0
15.159	8	1	1516	10	1	28	2292	0
15.16	8	1	1517	1	1	28	2292	0
15.192	8	1	1520	3	1	28	2292	0
15.193	8	1	1520	4	1	28	2292	0
15.194	8	1	1520	5	1	28	2292	0
15.195	8	1	1520	6	1	28	2292	0
15.227	8	1	1523	8	1	28	2292	0
15.228	8	1	1523	9	1	28	2292	0
15.229	8	1	1523	10	1	28	2292	0
15.23	8	1	1524	1	1	28	2292	0
15.265	8	1	1527	6	1	28	2292	0
15.287	8	1	1529	8	1	18	1143	0
15.29	8	1	1530	1	1	18	1143	0
15.307	8	1	1531	8	1	18	1143	0
15.327	8	1	1533	8	1	28	2292	0
15.335	8	1	1534	6	1	28	2292	0
15.355	8	1	1536	6	1	28	2292	0
15.362	8	1	1537	3	1	16	967	0
15.363	8	1	1537	4	1	16	967	0
15.383	8	1	1539	4	1	10	549	0
15.39	8	1	1540	1	1	28	2292	0
15.391	8	1	1540	2	1	28	2292	0
15.392	8	1	1540	3	1	28	2292	0
15.397	8	1	1540	8	1	28	2292	0
15.418	8	1	1542	9	1	28	2292	0
15.419	8	1	1542	10	1	28	2292	0
15.425	8	1	1543	6	1	28	2292	0
15.426	8	1	1543	7	1	28	2292	0
15.427	8	1	1543	8	1	28	2292	0
15.447	8	1	1545	8	1	28	2292	0
15.45	8	1	1546	1	1	28	2292	0
15.453	8	1	1546	4	1	28	2292	0
15.454	8	1	1546	5	1	28	2292	0
15.455	8	1	1546	6	1	28	2292	0
15.48	8	1	1549	1	1	28	2292	0
