% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct	ccId
5886	3	1	1	0	28	2292	0	1	1	0
5921	3	1	1	0	28	2292	0	1	1	0
5956	3	1	1	0	28	2292	0	1	1	0
5977	3	1	1	0	20	1335	0	1	1	0
5991	3	1	1	0	22	1431	0	1	1	0
6011	3	1	1	0	28	2292	0	1	1	0
6046	3	1	1	0	28	2292	0	1	1	0
6064	3	1	1	0	28	2292	0	1	1	0
6081	3	1	1	0	28	2292	0	1	1	0
6101	3	1	1	0	28	2292	0	1	1	0
6156	3	1	1	0	2	137	0	1	1	0
6157	3	1	1	0	2	137	0	1	1	0
6185	3	1	1	0	16	967	0	1	1	0
6192	3	1	1	0	14	807	0	1	1	0
6213	3	1	1	0	24	1692	0	1	1	0
6220	3	1	1	0	28	2292	0	1	1	0
6227	3	1	1	0	28	2292	0	1	1	0
6247	3	1	1	0	28	2292	0	1	1	0
6248	3	1	1	0	28	2292	0	1	1	0
6275	3	1	1	0	28	2292	0	1	1	0
6276	3	1	1	0	28	2292	0	1	1	0
6303	3	1	1	0	28	2292	0	1	1	0
6304	3	1	1	0	28	2292	0	1	1	0
6331	3	1	1	0	28	2292	0	1	1	0
6362	3	1	1	0	28	2292	0	1	1	0
6397	3	1	1	0	28	2292	0	1	1	0
6432	3	1	1	0	4	225	0	1	1	0
6433	3	1	1	0	4	225	0	1	1	0
6434	3	1	1	0	4	225	0	1	1	0
6454	3	1	1	0	28	2292	0	1	1	0
6468	3	1	1	0	28	2292	0	1	1	0
6490	3	1	1	0	28	2292	0	1	1	0
6524	3	1	1	0	28	2292	0	1	1	0
6559	3	1	1	0	28	2292	0	1	1	0
6617	3	1	1	0	24	1692	0	1	1	0
6652	3	1	1	0	28	2292	0	1	1	0
6687	3	1	1	0	28	2292	0	1	1	0
6722	3	1	1	0	28	2292	0	1	1	0
6757	3	1	1	0	28	2292	0	1	1	0
6817	3	1	1	0	28	2292	0	1	0	0
6843	3	1	1	0	16	967	0	1	1	0
6871	3	1	1	0	28	2292	0	1	1	0
6938	3	1	1	0	22	1431	0	1	1	0
6973	3	1	1	0	28	2292	0	1	1	0
7021	3	1	1	0	18	1143	0	1	1	0
7041	3	1	1	0	14	807	0	1	1	0
7056	3	1	1	0	18	1143	0	1	1	0
7080	3	1	1	0	0	85	0	1	1	0
7081	3	1	1	0	0	85	0	1	1	0
7085	3	1	1	0	0	85	0	1	1	0
7091	3	1	1	0	24	1692	0	1	1	0
7148	3	1	1	0	28	2292	0	1	1	0
7183	3	1	1	0	26	1908	0	1	1	0
7274	3	1	1	0	20	1335	0	1	1	0
7311	3	1	1	0	20	1335	0	1	1	0
7347	3	1	1	0	18	1143	0	1	1	0
7382	3	1	1	0	28	2292	0	1	1	0
7407	3	1	1	0	24	1692	0	1	1	0
7410	3	1	1	0	24	1692	0	1	1	0
7417	3	1	1	0	22	1431	0	1	1	0
7443	3	1	1	0	20	1335	0	1	1	0
7452	3	1	1	0	22	1431	0	1	1	0
7520	3	1	1	0	22	1431	0	1	0	0
7527	3	1	1	0	22	1431	1	0	1	0
7528	3	1	1	0	0	85	0	1	1	0
7529	3	1	1	0	0	85	0	1	1	0
7530	3	1	1	0	0	85	0	1	1	0
7531	3	1	1	0	0	85	0	1	1	0
7532	3	1	1	0	0	85	0	1	1	0
7533	3	1	1	0	0	85	0	1	1	0
7615	3	1	1	0	6	325	0	1	1	0
7616	3	1	1	0	6	325	0	1	1	0
7622	3	1	1	0	18	1143	0	1	1	0
7623	3	1	1	0	18	1143	0	1	1	0
8658	4	1	1	0	28	2292	0	1	1	0
8858	4	1	1	0	28	2292	0	1	1	0
8893	4	1	1	0	28	2292	0	1	1	0
8968	4	1	1	0	4	225	0	1	1	0
9028	4	1	1	0	28	2292	0	1	1	0
9063	4	1	1	0	20	1335	0	1	1	0
9083	4	1	1	0	14	807	0	1	1	0
9111	4	1	1	0	22	1431	0	1	1	0
9120	4	1	1	0	28	2292	0	1	1	0
9156	4	1	1	0	28	2292	0	1	1	0
9400	4	1	1	0	14	807	0	1	1	0
9435	4	1	1	0	20	1335	0	1	1	0
10530	5	1	1	0	26	1908	0	1	1	0
10770	5	1	1	0	28	2292	0	1	1	0
10825	5	1	1	0	24	1692	0	1	1	0
10860	5	1	1	0	28	2292	0	1	1	0
10895	5	1	1	0	26	1908	0	1	1	0
10930	5	1	1	0	28	2292	0	1	1	0
10965	5	1	1	0	28	2292	0	1	1	0
11001	5	1	1	0	28	2292	0	1	1	0
11029	5	1	1	0	28	2292	0	1	1	0
11129	5	1	1	0	28	2292	0	1	1	0
11184	5	1	1	0	28	2292	0	1	1	0
11219	5	1	1	0	28	2292	0	1	1	0
11240	5	1	1	0	28	2292	0	1	1	0
11247	5	1	1	0	28	2292	0	1	1	0
11254	5	1	1	0	28	2292	0	1	1	0
11294	5	1	1	0	28	2292	0	1	1	0
11306	5	1	1	0	24	1692	0	1	1	0
11341	5	1	1	0	16	967	0	1	1	0
11363	5	1	1	0	26	1908	0	1	1	0
11398	5	1	1	0	28	2292	0	1	1	0
11440	5	1	1	0	28	2292	0	1	1	0
11497	6	1	1	0	28	2292	0	1	1	0
11576	6	1	1	0	28	2292	0	1	1	0
11611	6	1	1	0	24	1692	0	1	1	0
11646	6	1	1	0	22	1431	0	1	1	0
11681	6	1	1	0	28	2292	0	1	1	0
11896	6	1	1	0	28	2292	0	1	1	0
11931	6	1	1	0	22	1431	0	1	1	0
11966	6	1	1	0	14	807	0	1	1	0
12001	6	1	1	0	18	1143	0	1	1	0
12021	6	1	1	0	28	2292	0	1	1	0
12037	6	1	1	0	28	2292	0	1	1	0
12072	6	1	1	0	28	2292	0	1	1	0
12107	6	1	1	0	24	1692	0	1	1	0
12142	6	1	1	0	28	2292	0	1	1	0
12163	6	1	1	0	28	2292	0	1	1	0
12179	6	1	1	0	28	2292	0	1	1	0
12200	6	1	1	0	24	1692	0	1	1	0
12256	6	1	1	0	22	1431	0	1	1	0
12395	6	1	1	0	24	1692	0	1	1	0
12415	6	1	1	0	28	2292	0	1	1	0
12431	6	1	1	0	28	2292	0	1	1	0
12452	6	1	1	0	28	2292	0	1	1	0
12487	6	1	1	0	28	2292	0	1	1	0
12522	6	1	1	0	28	2292	0	1	1	0
12557	6	1	1	0	20	1335	0	1	1	0
12577	6	1	1	0	26	1908	0	1	1	0
13812	7	1	1	0	28	2292	0	1	1	0
13947	7	1	1	0	28	2292	0	1	1	0
13967	7	1	1	0	24	1692	0	1	1	0
13983	7	1	1	0	24	1692	0	1	1	0
14238	8	1	1	0	18	1143	0	1	1	0
14258	8	1	1	0	28	2292	0	1	1	0
14274	8	1	1	0	26	1908	0	1	1	0
14309	8	1	1	0	28	2292	0	1	1	0
14344	8	1	1	0	28	2292	0	1	1	0
14379	8	1	1	0	22	1431	0	1	1	0
14414	8	1	1	0	20	1335	0	1	1	0
14449	8	1	1	0	28	2292	0	1	1	0
14484	8	1	1	0	28	2292	0	1	1	0
14540	8	1	1	0	28	2292	0	1	1	0
14561	8	1	1	0	24	1692	0	1	0	0
14568	8	1	1	0	24	1692	1	0	1	0
14608	8	1	1	0	0	85	0	1	1	0
14609	8	1	1	0	0	85	0	1	1	0
14623	8	1	1	0	2	137	0	1	1	0
14643	8	1	1	0	14	807	0	1	1	0
14659	8	1	1	0	6	325	0	1	1	0
14678	8	1	1	0	18	1143	0	1	1	0
14713	8	1	1	0	28	2292	0	1	1	0
14748	8	1	1	0	22	1431	0	1	1	0
14783	8	1	1	0	28	2292	0	1	1	0
14838	8	1	1	0	28	2292	0	1	1	0
14862	8	1	1	0	28	2292	0	1	1	0
14873	8	1	1	0	28	2292	0	1	1	0
14874	8	1	1	0	28	2292	0	1	1	0
14897	8	1	1	0	28	2292	0	1	1	0
14930	8	1	1	0	28	2292	0	1	1	0
14965	8	1	1	0	28	2292	0	1	1	0
15000	8	1	1	0	26	1908	0	1	1	0
15035	8	1	1	0	28	2292	0	1	1	0
15070	8	1	1	0	22	1431	0	1	1	0
15106	8	1	1	0	28	2292	0	1	1	0
15128	8	1	1	0	26	1908	0	1	1	0
15163	8	1	1	0	28	2292	0	1	1	0
15198	8	1	1	0	28	2292	0	1	1	0
15235	8	1	1	0	28	2292	0	1	1	0
15271	8	1	1	0	28	2292	0	1	1	0
15333	8	1	1	0	28	2292	0	1	1	0
15361	8	1	1	0	28	2292	0	1	1	0
15368	8	1	1	0	16	967	0	1	1	0
15389	8	1	1	0	10	549	0	1	1	0
15396	8	1	1	0	28	2292	0	1	1	0
15424	8	1	1	0	28	2292	0	1	1	0
15425	8	1	1	0	28	2292	0	1	1	0
15431	8	1	1	0	28	2292	0	1	1	0
15453	8	1	1	0	28	2292	0	1	1	0
15456	8	1	1	0	28	2292	0	1	1	0
15486	8	1	1	0	28	2292	0	1	1	0
15521	8	1	1	0	28	2292	0	1	1	0
15556	8	1	1	0	28	2292	0	1	1	0
15583	8	1	1	0	28	2292	0	1	1	0
15584	8	1	1	0	28	2292	0	1	1	0
15591	8	1	1	0	28	2292	0	1	1	0
15618	8	1	1	0	24	1692	0	1	1	0
15619	8	1	1	0	24	1692	0	1	1	0
15620	8	1	1	0	24	1692	0	1	1	0
15626	8	1	1	0	18	1143	0	1	1	0
15649	8	1	1	0	6	325	0	1	1	0
15652	8	1	1	0	6	325	0	1	1	0
15654	8	1	1	0	6	325	0	1	1	0
15681	8	1	1	0	14	807	0	1	1	0
15711	8	1	1	0	28	2292	0	1	1	0
15739	8	1	1	0	28	2292	0	1	1	0
15746	8	1	1	0	28	2292	0	1	1	0
15770	8	1	1	0	28	2292	0	1	1	0
15774	8	1	1	0	28	2292	0	1	1	0
15775	8	1	1	0	28	2292	0	1	1	0
15781	8	1	1	0	28	2292	0	1	1	0
15782	8	1	1	0	28	2292	0	1	1	0
15805	8	1	1	0	28	2292	0	1	1	0
15810	8	1	1	0	28	2292	0	1	1	0
15811	8	1	1	0	28	2292	0	1	1	0
15817	8	1	1	0	28	2292	0	1	1	0
15818	8	1	1	0	28	2292	0	1	1	0
15840	8	1	1	0	28	2292	0	1	1	0
15846	8	1	1	0	28	2292	0	1	1	0
15873	8	1	1	0	28	2292	0	1	1	0
15874	8	1	1	0	28	2292	0	1	1	0
15901	8	1	1	0	28	2292	0	1	1	0
15902	8	1	1	0	28	2292	0	1	1	0
15908	8	1	1	0	28	2292	0	1	1	0
15933	8	1	1	0	28	2292	0	1	1	0
15941	8	1	1	0	28	2292	0	1	1	0
15966	8	1	1	0	28	2292	0	1	1	0
15976	8	1	1	0	28	2292	0	1	1	0
16001	8	1	1	0	28	2292	0	1	1	0
16061	8	1	1	0	22	1431	0	1	1	0
16062	8	1	1	0	22	1431	0	1	1	0
16063	8	1	1	0	22	1431	0	1	1	0
16090	8	1	1	0	28	2292	0	1	1	0
16093	8	1	1	0	28	2292	0	1	1	0
16096	8	1	1	0	28	2292	0	1	1	0
16121	8	1	1	0	28	2292	0	1	1	0
16128	8	1	1	0	14	807	0	1	1	0
16184	8	1	1	0	20	1335	0	1	1	0
16200	8	1	1	0	28	2292	0	1	1	0
16219	8	1	1	0	26	1908	0	1	1	0
16235	8	1	1	0	4	225	0	1	1	0
16236	8	1	1	0	4	225	0	1	1	0
16237	8	1	1	0	4	225	0	1	1	0
16260	8	1	1	0	24	1692	0	1	1	0
16265	8	1	1	0	24	1692	0	1	1	0
16296	8	1	1	0	28	2292	0	1	1	0
16331	8	1	1	0	28	2292	0	1	1	0
16366	8	1	1	0	28	2292	0	1	1	0
16382	8	1	1	0	22	1431	0	1	1	0
16401	8	1	1	0	28	2292	0	1	1	0
16429	8	1	1	0	28	2292	0	1	1	0
16507	8	1	1	0	28	2292	0	1	1	0
16524	8	1	1	0	28	2292	0	1	0	0
16531	8	1	1	0	28	2292	1	0	1	0
16546	8	1	1	0	10	549	0	1	1	0
16602	8	1	1	0	28	2292	0	1	1	0
16619	8	1	1	0	24	1692	0	1	1	0
16635	8	1	1	0	26	1908	0	1	1	0
16763	8	1	1	0	28	2292	0	1	0	0
16808	8	1	1	0	10	549	0	1	1	0
17028	8	1	1	0	24	1692	0	1	1	0
18223	9	1	1	0	16	967	0	1	1	0
18243	9	1	1	0	28	2292	0	1	1	0
18299	9	1	1	0	26	1908	0	1	0	0
18306	9	1	1	0	26	1908	1	0	1	0
18319	9	1	1	0	16	967	0	1	1	0
18341	9	1	1	0	26	1908	0	1	1	0
18376	9	1	1	0	26	1908	0	1	1	0
18411	9	1	1	0	28	2292	0	1	1	0
18446	9	1	1	0	28	2292	0	1	1	0
18481	10	1	1	0	0	85	0	1	1	0
18482	10	1	1	0	0	85	0	1	1	0
18483	10	1	1	0	0	85	0	1	1	0
18484	10	1	1	0	0	85	0	1	1	0
18504	10	1	1	0	28	2292	0	1	1	0
18512	10	1	1	0	16	967	0	1	1	0
18517	10	1	1	0	16	967	0	1	1	0
18539	10	1	1	0	8	437	0	1	1	0
18547	10	1	1	0	22	1431	0	1	1	0
18572	10	1	1	0	28	2292	0	1	1	0
18579	10	1	1	0	28	2292	0	1	1	0
18582	10	1	1	0	28	2292	0	1	1	0
18607	10	1	1	0	28	2292	0	1	1	0
18608	10	1	1	0	28	2292	0	1	1	0
18635	10	1	1	0	28	2292	0	1	1	0
18642	10	1	1	0	28	2292	0	1	1	0
18665	10	1	1	0	28	2292	0	1	1	0
18670	10	1	1	0	28	2292	0	1	1	0
18671	10	1	1	0	28	2292	0	1	1	0
18677	10	1	1	0	28	2292	0	1	1	0
18678	10	1	1	0	28	2292	0	1	1	0
18700	10	1	1	0	28	2292	0	1	1	0
18706	10	1	1	0	28	2292	0	1	1	0
18707	10	1	1	0	28	2292	0	1	1	0
18713	10	1	1	0	28	2292	0	1	1	0
18735	10	1	1	0	28	2292	0	1	1	0
18770	10	1	1	0	28	2292	0	1	1	0
18805	10	1	1	0	28	2292	0	1	1	0
18840	10	1	1	0	28	2292	0	1	1	0
18875	10	1	1	0	28	2292	0	1	1	0
18910	10	1	1	0	28	2292	0	1	1	0
18945	10	1	1	0	28	2292	0	1	1	0
18980	10	1	1	0	28	2292	0	1	1	0
19015	10	1	1	0	20	1335	0	1	1	0
19050	10	1	1	0	20	1335	0	1	1	0
19085	10	1	1	0	28	2292	0	1	1	0
19120	10	1	1	0	28	2292	0	1	1	0
19157	10	1	1	0	28	2292	0	1	1	0
19211	10	1	1	0	28	2292	0	1	1	0
19246	10	1	1	0	28	2292	0	1	1	0
19281	10	1	1	0	28	2292	0	1	0	0
19288	10	1	1	0	28	2292	1	0	1	0
19323	10	1	1	0	16	967	0	1	1	0
19358	10	1	1	0	28	2292	0	1	1	0
19393	10	1	1	0	28	2292	0	1	1	0
19428	10	1	1	0	28	2292	0	1	1	0
19463	10	1	1	0	22	1431	0	1	1	0
19498	10	1	1	0	28	2292	0	1	1	0
19533	10	1	1	0	28	2292	0	1	1	0
19548	10	1	1	0	22	1431	0	1	1	0
19568	10	1	1	0	8	437	0	1	1	0
19569	10	1	1	0	8	437	0	1	1	0
19597	10	1	1	0	8	437	0	1	1	0
19625	10	1	1	0	8	437	0	1	1	0
19631	10	1	1	0	8	437	0	1	1	0
19632	10	1	1	0	6	325	0	1	1	0
19637	10	1	1	0	6	325	0	1	1	0
19687	10	1	1	0	18	1143	0	1	1	0
19722	10	1	1	0	14	807	0	1	1	0
19757	10	1	1	0	20	1335	0	1	1	0
19792	10	1	1	0	24	1692	0	1	1	0
19827	10	1	1	0	14	807	0	1	1	0
19862	10	1	1	0	28	2292	0	1	1	0
19897	10	1	1	0	24	1692	0	1	1	0
19898	10	1	1	0	24	1692	0	1	1	0
19925	10	1	1	0	24	1692	0	1	1	0
19926	10	1	1	0	24	1692	0	1	1	0
19932	10	1	1	0	26	1908	0	1	1	0
19934	10	1	1	0	28	2292	0	1	1	0
19935	10	1	1	0	28	2292	0	1	1	0
19960	10	1	1	0	28	2292	0	1	1	0
19961	10	1	1	0	28	2292	0	1	1	0
19962	10	1	1	0	28	2292	0	1	1	0
19967	10	1	1	0	28	2292	0	1	1	0
19993	10	1	1	0	24	1692	0	1	1	0
