% time	cellId	IMSI	RNTI	txMode	layer	mcs	size	rv	ndi	correct	ccId
1515	1	1	1	0	0	28	2196	0	1	1	0
1516	1	1	1	0	0	28	2196	0	1	1	0
1517	1	1	1	0	0	28	2196	0	1	1	0
1518	1	1	1	0	0	28	2196	0	1	1	0
1519	1	1	1	0	0	28	2196	0	1	1	0
1520	1	1	1	0	0	28	2196	0	1	1	0
1521	1	1	1	0	0	28	2196	0	1	1	0
1522	1	1	1	0	0	28	2196	0	1	1	0
1523	1	1	1	0	0	28	2196	0	1	1	0
1524	1	1	1	0	0	28	2196	0	1	1	0
1525	1	1	1	0	0	28	2196	0	1	1	0
1526	1	1	1	0	0	28	2196	0	1	1	0
1527	1	1	1	0	0	28	2196	0	1	1	0
1528	1	1	1	0	0	28	2196	0	1	1	0
1532	1	1	1	0	0	28	2196	0	1	1	0
1542	1	1	1	0	0	28	2196	0	1	1	0
1543	1	1	1	0	0	28	2196	0	1	1	0
1545	1	1	1	0	0	28	2196	0	1	1	0
1546	1	1	1	0	0	28	2196	0	1	1	0
1547	1	1	1	0	0	28	2196	0	1	1	0
1548	1	1	1	0	0	28	2196	0	1	1	0
1549	1	1	1	0	0	28	2196	0	1	1	0
1550	1	1	1	0	0	28	2196	0	1	1	0
1551	1	1	1	0	0	28	2196	0	1	1	0
1552	1	1	1	0	0	28	2196	0	1	1	0
1553	1	1	1	0	0	28	2196	0	1	1	0
1554	1	1	1	0	0	28	2196	0	1	1	0
1555	1	1	1	0	0	28	2196	0	1	1	0
1556	1	1	1	0	0	28	2196	0	1	1	0
1557	1	1	1	0	0	28	2196	0	1	1	0
1558	1	1	1	0	0	28	2196	0	1	1	0
1559	1	1	1	0	0	28	2196	0	1	1	0
1560	1	1	1	0	0	28	2196	0	1	1	0
1561	1	1	1	0	0	28	2196	0	1	1	0
1562	1	1	1	0	0	28	2196	0	1	1	0
1563	1	1	1	0	0	28	2196	0	1	1	0
1564	1	1	1	0	0	28	2196	0	1	1	0
1565	1	1	1	0	0	28	2196	0	1	1	0
1566	1	1	1	0	0	28	2196	0	1	1	0
1567	1	1	1	0	0	28	2196	0	1	1	0
1568	1	1	1	0	0	28	2196	0	1	1	0
1569	1	1	1	0	0	28	2196	0	1	1	0
1570	1	1	1	0	0	28	2196	0	1	1	0
1571	1	1	1	0	0	28	2196	0	1	1	0
1572	1	1	1	0	0	28	2196	0	1	1	0
1573	1	1	1	0	0	28	2196	0	1	1	0
1574	1	1	1	0	0	28	2196	0	1	1	0
1575	1	1	1	0	0	28	2196	0	1	1	0
1576	1	1	1	0	0	28	2196	0	1	1	0
1578	1	1	1	0	0	28	2196	0	1	1	0
1579	1	1	1	0	0	28	2196	0	1	1	0
1580	1	1	1	0	0	28	2196	0	1	1	0
1581	1	1	1	0	0	28	2196	0	1	1	0
1582	1	1	1	0	0	28	2196	0	1	1	0
1583	1	1	1	0	0	28	2196	0	1	1	0
1584	1	1	1	0	0	28	2196	0	1	1	0
1585	1	1	1	0	0	28	2196	0	1	1	0
1586	1	1	1	0	0	28	2196	0	1	1	0
1587	1	1	1	0	0	28	2196	0	1	1	0
1588	1	1	1	0	0	28	2196	0	1	1	0
1589	1	1	1	0	0	28	2196	0	1	1	0
1590	1	1	1	0	0	28	2196	0	1	1	0
1591	1	1	1	0	0	28	2196	0	1	1	0
1592	1	1	1	0	0	28	2196	0	1	1	0
1593	1	1	1	0	0	28	2196	0	1	1	0
1594	1	1	1	0	0	28	2196	0	1	1	0
1595	1	1	1	0	0	28	2196	0	1	1	0
1596	1	1	1	0	0	28	2196	0	1	1	0
1597	1	1	1	0	0	28	2196	0	1	1	0
1598	1	1	1	0	0	28	2196	0	1	1	0
1599	1	1	1	0	0	28	2196	0	1	1	0
1600	1	1	1	0	0	28	2196	0	1	1	0
1601	1	1	1	0	0	28	2196	0	1	1	0
1603	1	1	1	0	0	28	2196	0	1	1	0
1604	1	1	1	0	0	28	2196	0	1	1	0
1605	1	1	1	0	0	28	2196	0	1	1	0
1606	1	1	1	0	0	28	2196	0	1	1	0
1608	1	1	1	0	0	28	2196	0	1	1	0
1609	1	1	1	0	0	28	2196	0	1	1	0
1610	1	1	1	0	0	28	2196	0	1	1	0
1611	1	1	1	0	0	28	2196	0	1	1	0
1612	1	1	1	0	0	28	2196	0	1	1	0
1615	1	1	1	0	0	28	2196	0	1	1	0
1616	1	1	1	0	0	28	2196	0	1	1	0
1618	1	1	1	0	0	28	2196	0	1	1	0
1619	1	1	1	0	0	28	2196	0	1	1	0
1620	1	1	1	0	0	28	2196	0	1	1	0
1622	1	1	1	0	0	28	2196	0	1	1	0
1626	1	1	1	0	0	28	2196	0	1	1	0
1627	1	1	1	0	0	28	2196	0	1	1	0
1628	1	1	1	0	0	28	2196	0	1	1	0
1629	1	1	1	0	0	28	2196	0	1	1	0
1631	1	1	1	0	0	28	2196	0	1	1	0
1633	1	1	1	0	0	28	2196	0	1	1	0
1634	1	1	1	0	0	28	2196	0	1	1	0
1635	1	1	1	0	0	28	2196	0	1	1	0
1636	1	1	1	0	0	28	2196	0	1	1	0
1637	1	1	1	0	0	28	2196	0	1	1	0
1638	1	1	1	0	0	28	2196	0	1	1	0
1639	1	1	1	0	0	28	2196	0	1	1	0
1640	1	1	1	0	0	28	2196	0	1	1	0
1641	1	1	1	0	0	28	2196	0	1	1	0
1642	1	1	1	0	0	28	2196	0	1	1	0
1643	1	1	1	0	0	28	2196	0	1	1	0
1644	1	1	1	0	0	28	2196	0	1	1	0
1645	1	1	1	0	0	28	2196	0	1	1	0
1646	1	1	1	0	0	28	2196	0	1	1	0
1647	1	1	1	0	0	28	2196	0	1	1	0
1648	1	1	1	0	0	28	2196	0	1	1	0
1649	1	1	1	0	0	28	2196	0	1	1	0
1650	1	1	1	0	0	28	2196	0	1	1	0
1651	1	1	1	0	0	28	2196	0	1	1	0
1652	1	1	1	0	0	28	2196	0	1	1	0
1653	1	1	1	0	0	28	2196	0	1	1	0
1654	1	1	1	0	0	28	2196	0	1	1	0
1655	1	1	1	0	0	28	2196	0	1	1	0
1656	1	1	1	0	0	28	2196	0	1	1	0
1657	1	1	1	0	0	28	2196	0	1	1	0
1658	1	1	1	0	0	28	2196	0	1	1	0
1659	1	1	1	0	0	28	2196	0	1	1	0
1660	1	1	1	0	0	28	2196	0	1	1	0
1661	1	1	1	0	0	28	2196	0	1	1	0
1662	1	1	1	0	0	28	2196	0	1	1	0
1663	1	1	1	0	0	28	2196	0	1	1	0
1664	1	1	1	0	0	28	2196	0	1	1	0
1665	1	1	1	0	0	28	2196	0	1	1	0
1666	1	1	1	0	0	28	2196	0	1	1	0
1667	1	1	1	0	0	28	2196	0	1	1	0
1669	1	1	1	0	0	28	2196	0	1	1	0
1670	1	1	1	0	0	28	2196	0	1	1	0
1671	1	1	1	0	0	28	2196	0	1	1	0
1672	1	1	1	0	0	28	2196	0	1	1	0
1673	1	1	1	0	0	28	2196	0	1	1	0
1674	1	1	1	0	0	28	2196	0	1	1	0
1675	1	1	1	0	0	28	2196	0	1	1	0
1676	1	1	1	0	0	28	2196	0	1	1	0
1677	1	1	1	0	0	28	2196	0	1	1	0
1681	1	1	1	0	0	28	2196	0	1	1	0
1682	1	1	1	0	0	28	2196	0	1	1	0
1685	1	1	1	0	0	28	2196	0	1	1	0
1688	1	1	1	0	0	28	2196	0	1	1	0
1689	1	1	1	0	0	28	2196	0	1	1	0
1690	1	1	1	0	0	28	2196	0	1	1	0
1691	1	1	1	0	0	28	2196	0	1	1	0
1692	1	1	1	0	0	28	2196	0	1	1	0
1693	1	1	1	0	0	28	2196	0	1	1	0
1695	1	1	1	0	0	28	2196	0	1	1	0
1697	1	1	1	0	0	28	2196	0	1	1	0
1698	1	1	1	0	0	28	2196	0	1	1	0
1701	1	1	1	0	0	28	2196	0	1	1	0
1702	1	1	1	0	0	28	2196	0	1	1	0
1715	1	1	1	0	0	28	2196	0	1	1	0
1716	1	1	1	0	0	28	2196	0	1	1	0
1717	1	1	1	0	0	28	2196	0	1	1	0
1720	1	1	1	0	0	28	2196	0	1	1	0
1721	1	1	1	0	0	28	2196	0	1	1	0
1722	1	1	1	0	0	28	2196	0	1	1	0
1723	1	1	1	0	0	28	2196	0	1	1	0
1731	1	1	1	0	0	28	2196	0	1	1	0
1736	1	1	1	0	0	28	2196	0	1	1	0
1737	1	1	1	0	0	28	2196	0	1	1	0
1738	1	1	1	0	0	28	2196	0	1	1	0
1739	1	1	1	0	0	28	2196	0	1	1	0
1740	1	1	1	0	0	28	2196	0	1	1	0
1741	1	1	1	0	0	28	2196	0	1	1	0
1742	1	1	1	0	0	28	2196	0	1	1	0
1743	1	1	1	0	0	28	2196	0	1	1	0
1751	1	1	1	0	0	28	2196	0	1	1	0
1756	1	1	1	0	0	28	2196	0	1	1	0
1757	1	1	1	0	0	28	2196	0	1	1	0
1758	1	1	1	0	0	28	2196	0	1	1	0
1771	1	1	1	0	0	28	2196	0	1	1	0
1772	1	1	1	0	0	28	2196	0	1	1	0
1773	1	1	1	0	0	28	2196	0	1	1	0
1774	1	1	1	0	0	28	2196	0	1	1	0
1775	1	1	1	0	0	28	2196	0	1	1	0
1776	1	1	1	0	0	28	2196	0	1	1	0
1789	1	1	1	0	0	28	2196	0	1	1	0
1791	1	1	1	0	0	28	2196	0	1	1	0
1792	1	1	1	0	0	28	2196	0	1	1	0
1793	1	1	1	0	0	28	2196	0	1	1	0
1794	1	1	1	0	0	28	2196	0	1	1	0
1795	1	1	1	0	0	28	2196	0	1	1	0
1796	1	1	1	0	0	28	2196	0	1	1	0
1797	1	1	1	0	0	28	2196	0	1	1	0
1798	1	1	1	0	0	28	2196	0	1	1	0
1799	1	1	1	0	0	28	2196	0	1	1	0
1800	1	1	1	0	0	28	2196	0	1	1	0
1801	1	1	1	0	0	28	2196	0	1	1	0
1802	1	1	1	0	0	28	2196	0	1	1	0
1803	1	1	1	0	0	28	2196	0	1	1	0
1804	1	1	1	0	0	28	2196	0	1	1	0
1805	1	1	1	0	0	28	2196	0	1	1	0
1806	1	1	1	0	0	28	2196	0	1	1	0
1807	1	1	1	0	0	28	2196	0	1	1	0
1808	1	1	1	0	0	28	2196	0	1	1	0
1809	1	1	1	0	0	28	2196	0	1	1	0
1810	1	1	1	0	0	28	2196	0	1	1	0
1811	1	1	1	0	0	28	2196	0	1	1	0
1812	1	1	1	0	0	28	2196	0	1	1	0
1813	1	1	1	0	0	28	2196	0	1	1	0
1814	1	1	1	0	0	28	2196	0	1	1	0
1815	1	1	1	0	0	28	2196	0	1	1	0
1816	1	1	1	0	0	28	2196	0	1	1	0
1817	1	1	1	0	0	28	2196	0	1	1	0
1818	1	1	1	0	0	28	2196	0	1	1	0
1819	1	1	1	0	0	28	2196	0	1	1	0
1820	1	1	1	0	0	28	2196	0	1	1	0
1821	1	1	1	0	0	28	2196	0	1	1	0
1822	1	1	1	0	0	28	2196	0	1	1	0
1823	1	1	1	0	0	28	2196	0	1	1	0
1824	1	1	1	0	0	28	2196	0	1	1	0
1825	1	1	1	0	0	28	2196	0	1	1	0
1826	1	1	1	0	0	28	2196	0	1	1	0
1827	1	1	1	0	0	28	2196	0	1	1	0
1828	1	1	1	0	0	28	2196	0	1	1	0
1829	1	1	1	0	0	28	2196	0	1	1	0
1830	1	1	1	0	0	28	2196	0	1	1	0
1831	1	1	1	0	0	28	2196	0	1	1	0
1832	1	1	1	0	0	28	2196	0	1	1	0
1833	1	1	1	0	0	28	2196	0	1	1	0
1834	1	1	1	0	0	28	2196	0	1	1	0
1835	1	1	1	0	0	28	2196	0	1	1	0
1836	1	1	1	0	0	28	2196	0	1	1	0
1837	1	1	1	0	0	28	2196	0	1	1	0
1838	1	1	1	0	0	28	2196	0	1	1	0
1839	1	1	1	0	0	28	2196	0	1	1	0
1840	1	1	1	0	0	28	2196	0	1	1	0
1841	1	1	1	0	0	28	2196	0	1	1	0
1842	1	1	1	0	0	28	2196	0	1	1	0
1843	1	1	1	0	0	28	2196	0	1	1	0
1844	1	1	1	0	0	28	2196	0	1	1	0
1845	1	1	1	0	0	28	2196	0	1	1	0
1846	1	1	1	0	0	28	2196	0	1	1	0
1847	1	1	1	0	0	28	2196	0	1	1	0
1848	1	1	1	0	0	28	2196	0	1	1	0
1849	1	1	1	0	0	28	2196	0	1	1	0
1850	1	1	1	0	0	28	2196	0	1	1	0
1851	1	1	1	0	0	28	2196	0	1	1	0
1852	1	1	1	0	0	28	2196	0	1	1	0
1853	1	1	1	0	0	28	2196	0	1	1	0
1854	1	1	1	0	0	28	2196	0	1	1	0
1855	1	1	1	0	0	28	2196	0	1	1	0
1856	1	1	1	0	0	28	2196	0	1	1	0
1857	1	1	1	0	0	28	2196	0	1	1	0
1858	1	1	1	0	0	28	2196	0	1	1	0
1859	1	1	1	0	0	28	2196	0	1	1	0
1860	1	1	1	0	0	28	2196	0	1	1	0
1861	1	1	1	0	0	28	2196	0	1	1	0
1862	1	1	1	0	0	28	2196	0	1	1	0
1863	1	1	1	0	0	28	2196	0	1	1	0
1864	1	1	1	0	0	28	2196	0	1	1	0
1865	1	1	1	0	0	28	2196	0	1	1	0
1866	1	1	1	0	0	28	2196	0	1	1	0
1867	1	1	1	0	0	28	2196	0	1	1	0
1868	1	1	1	0	0	28	2196	0	1	1	0
1869	1	1	1	0	0	28	2196	0	1	1	0
1870	1	1	1	0	0	28	2196	0	1	1	0
1871	1	1	1	0	0	28	2196	0	1	1	0
1872	1	1	1	0	0	28	2196	0	1	1	0
1873	1	1	1	0	0	28	2196	0	1	1	0
1874	1	1	1	0	0	28	2196	0	1	1	0
1875	1	1	1	0	0	28	2196	0	1	1	0
1876	1	1	1	0	0	28	2196	0	1	1	0
1877	1	1	1	0	0	28	2196	0	1	1	0
1878	1	1	1	0	0	28	2196	0	1	1	0
1879	1	1	1	0	0	28	2196	0	1	1	0
1880	1	1	1	0	0	28	2196	0	1	1	0
1881	1	1	1	0	0	28	2196	0	1	1	0
1882	1	1	1	0	0	28	2196	0	1	1	0
1883	1	1	1	0	0	28	2196	0	1	1	0
1884	1	1	1	0	0	28	2196	0	1	1	0
1885	1	1	1	0	0	28	2196	0	1	1	0
1886	1	1	1	0	0	28	2196	0	1	1	0
1887	1	1	1	0	0	28	2196	0	1	1	0
1888	1	1	1	0	0	28	2196	0	1	1	0
1889	1	1	1	0	0	28	2196	0	1	1	0
1890	1	1	1	0	0	28	2196	0	1	1	0
1891	1	1	1	0	0	28	2196	0	1	1	0
1892	1	1	1	0	0	28	2196	0	1	1	0
1893	1	1	1	0	0	28	2196	0	1	1	0
1894	1	1	1	0	0	28	2196	0	1	1	0
1895	1	1	1	0	0	28	2196	0	1	1	0
1896	1	1	1	0	0	28	2196	0	1	1	0
1897	1	1	1	0	0	28	2196	0	1	1	0
1898	1	1	1	0	0	28	2196	0	1	1	0
1899	1	1	1	0	0	28	2196	0	1	1	0
1900	1	1	1	0	0	28	2196	0	1	1	0
1901	1	1	1	0	0	28	2196	0	1	1	0
1902	1	1	1	0	0	28	2196	0	1	1	0
1903	1	1	1	0	0	28	2196	0	1	1	0
1904	1	1	1	0	0	28	2196	0	1	1	0
1905	1	1	1	0	0	28	2196	0	1	1	0
1906	1	1	1	0	0	28	2196	0	1	1	0
1907	1	1	1	0	0	28	2196	0	1	1	0
1908	1	1	1	0	0	28	2196	0	1	1	0
1909	1	1	1	0	0	28	2196	0	1	1	0
1910	1	1	1	0	0	28	2196	0	1	1	0
1911	1	1	1	0	0	28	2196	0	1	1	0
1912	1	1	1	0	0	28	2196	0	1	1	0
1913	1	1	1	0	0	28	2196	0	1	1	0
1914	1	1	1	0	0	28	2196	0	1	1	0
1915	1	1	1	0	0	28	2196	0	1	1	0
1916	1	1	1	0	0	28	2196	0	1	1	0
1917	1	1	1	0	0	28	2196	0	1	1	0
1918	1	1	1	0	0	28	2196	0	1	1	0
1919	1	1	1	0	0	28	2196	0	1	1	0
1920	1	1	1	0	0	28	2196	0	1	1	0
1921	1	1	1	0	0	28	2196	0	1	1	0
1922	1	1	1	0	0	28	2196	0	1	1	0
1923	1	1	1	0	0	28	2196	0	1	1	0
1924	1	1	1	0	0	28	2196	0	1	1	0
1925	1	1	1	0	0	28	2196	0	1	1	0
1926	1	1	1	0	0	28	2196	0	1	1	0
1927	1	1	1	0	0	28	2196	0	1	1	0
1928	1	1	1	0	0	28	2196	0	1	1	0
1929	1	1	1	0	0	28	2196	0	1	1	0
1930	1	1	1	0	0	28	2196	0	1	1	0
1931	1	1	1	0	0	28	2196	0	1	1	0
1932	1	1	1	0	0	28	2196	0	1	1	0
1933	1	1	1	0	0	28	2196	0	1	1	0
1934	1	1	1	0	0	28	2196	0	1	1	0
1935	1	1	1	0	0	28	2196	0	1	1	0
1936	1	1	1	0	0	28	2196	0	1	1	0
1937	1	1	1	0	0	28	2196	0	1	1	0
1938	1	1	1	0	0	28	2196	0	1	1	0
1939	1	1	1	0	0	28	2196	0	1	1	0
1940	1	1	1	0	0	28	2196	0	1	1	0
1941	1	1	1	0	0	28	2196	0	1	1	0
1942	1	1	1	0	0	28	2196	0	1	1	0
1943	1	1	1	0	0	28	2196	0	1	1	0
1944	1	1	1	0	0	28	2196	0	1	1	0
1945	1	1	1	0	0	28	2196	0	1	1	0
1946	1	1	1	0	0	28	2196	0	1	1	0
1947	1	1	1	0	0	28	2196	0	1	1	0
1948	1	1	1	0	0	28	2196	0	1	1	0
1949	1	1	1	0	0	28	2196	0	1	1	0
1950	1	1	1	0	0	28	2196	0	1	1	0
1951	1	1	1	0	0	28	2196	0	1	1	0
1952	1	1	1	0	0	28	2196	0	1	1	0
1953	1	1	1	0	0	28	2196	0	1	1	0
1954	1	1	1	0	0	28	2196	0	1	1	0
1955	1	1	1	0	0	28	2196	0	1	1	0
1956	1	1	1	0	0	28	2196	0	1	1	0
1957	1	1	1	0	0	28	2196	0	1	1	0
1958	1	1	1	0	0	28	2196	0	1	1	0
1959	1	1	1	0	0	28	2196	0	1	1	0
1960	1	1	1	0	0	28	2196	0	1	1	0
1961	1	1	1	0	0	28	2196	0	1	1	0
1962	1	1	1	0	0	28	2196	0	1	1	0
1963	1	1	1	0	0	28	2196	0	1	1	0
1964	1	1	1	0	0	28	2196	0	1	1	0
1965	1	1	1	0	0	28	2196	0	1	1	0
1966	1	1	1	0	0	28	2196	0	1	1	0
1967	1	1	1	0	0	28	2196	0	1	1	0
1968	1	1	1	0	0	28	2196	0	1	1	0
1969	1	1	1	0	0	28	2196	0	1	1	0
1970	1	1	1	0	0	28	2196	0	1	1	0
1971	1	1	1	0	0	28	2196	0	1	1	0
1972	1	1	1	0	0	28	2196	0	1	1	0
1973	1	1	1	0	0	28	2196	0	1	1	0
1974	1	1	1	0	0	28	2196	0	1	1	0
1975	1	1	1	0	0	28	2196	0	1	1	0
1976	1	1	1	0	0	28	2196	0	1	1	0
1977	1	1	1	0	0	28	2196	0	1	1	0
1978	1	1	1	0	0	28	2196	0	1	1	0
1979	1	1	1	0	0	28	2196	0	1	1	0
1980	1	1	1	0	0	28	2196	0	1	1	0
1981	1	1	1	0	0	28	2196	0	1	1	0
1982	1	1	1	0	0	28	2196	0	1	1	0
1983	1	1	1	0	0	28	2196	0	1	1	0
1984	1	1	1	0	0	28	2196	0	1	1	0
1985	1	1	1	0	0	28	2196	0	1	1	0
1986	1	1	1	0	0	28	2196	0	1	1	0
1987	1	1	1	0	0	28	2196	0	1	1	0
1988	1	1	1	0	0	28	2196	0	1	1	0
1989	1	1	1	0	0	28	2196	0	1	1	0
1990	1	1	1	0	0	28	2196	0	1	1	0
1991	1	1	1	0	0	28	2196	0	1	1	0
1992	1	1	1	0	0	28	2196	0	1	1	0
1993	1	1	1	0	0	28	2196	0	1	1	0
1994	1	1	1	0	0	28	2196	0	1	1	0
1995	1	1	1	0	0	28	2196	0	1	1	0
1997	1	1	1	0	0	28	2196	0	1	1	0
1999	1	1	1	0	0	28	2196	0	1	1	0
2000	1	1	1	0	0	28	2196	0	1	1	0
2001	1	1	1	0	0	28	2196	0	1	1	0
2002	1	1	1	0	0	28	2196	0	1	1	0
2003	1	1	1	0	0	28	2196	0	1	1	0
2004	1	1	1	0	0	28	2196	0	1	1	0
2006	1	1	1	0	0	28	2196	0	1	1	0
2007	1	1	1	0	0	28	2196	0	1	1	0
2008	1	1	1	0	0	28	2196	0	1	1	0
2009	1	1	1	0	0	28	2196	0	1	1	0
2010	1	1	1	0	0	28	2196	0	1	1	0
2011	1	1	1	0	0	28	2196	0	1	1	0
2012	1	1	1	0	0	28	2196	0	1	1	0
2013	1	1	1	0	0	28	2196	0	1	1	0
2014	1	1	1	0	0	28	2196	0	1	1	0
2015	1	1	1	0	0	28	2196	0	1	1	0
2016	1	1	1	0	0	28	2196	0	1	1	0
2017	1	1	1	0	0	28	2196	0	1	1	0
2018	1	1	1	0	0	28	2196	0	1	1	0
2019	1	1	1	0	0	28	2196	0	1	1	0
2020	1	1	1	0	0	28	2196	0	1	1	0
2021	1	1	1	0	0	28	2196	0	1	1	0
2022	1	1	1	0	0	28	2196	0	1	1	0
2023	1	1	1	0	0	28	2196	0	1	1	0
2024	1	1	1	0	0	28	2196	0	1	1	0
2025	1	1	1	0	0	28	2196	0	1	1	0
2026	1	1	1	0	0	28	2196	0	1	1	0
2027	1	1	1	0	0	28	2196	0	1	1	0
2028	1	1	1	0	0	28	2196	0	1	1	0
2029	1	1	1	0	0	28	2196	0	1	1	0
2030	1	1	1	0	0	28	2196	0	1	1	0
2031	1	1	1	0	0	28	2196	0	1	1	0
2032	1	1	1	0	0	28	2196	0	1	1	0
2033	1	1	1	0	0	28	2196	0	1	1	0
2034	1	1	1	0	0	28	2196	0	1	1	0
2035	1	1	1	0	0	28	2196	0	1	1	0
2036	1	1	1	0	0	28	2196	0	1	1	0
2037	1	1	1	0	0	28	2196	0	1	1	0
2038	1	1	1	0	0	28	2196	0	1	1	0
2039	1	1	1	0	0	28	2196	0	1	1	0
2040	1	1	1	0	0	28	2196	0	1	1	0
2041	1	1	1	0	0	28	2196	0	1	1	0
2042	1	1	1	0	0	28	2196	0	1	1	0
2043	1	1	1	0	0	28	2196	0	1	1	0
2044	1	1	1	0	0	28	2196	0	1	1	0
2045	1	1	1	0	0	28	2196	0	1	1	0
2046	1	1	1	0	0	28	2196	0	1	1	0
2047	1	1	1	0	0	28	2196	0	1	1	0
2048	1	1	1	0	0	28	2196	0	1	1	0
2049	1	1	1	0	0	28	2196	0	1	1	0
2050	1	1	1	0	0	28	2196	0	1	1	0
2051	1	1	1	0	0	28	2196	0	1	1	0
2052	1	1	1	0	0	28	2196	0	1	1	0
2053	1	1	1	0	0	28	2196	0	1	1	0
2054	1	1	1	0	0	28	2196	0	1	1	0
2055	1	1	1	0	0	28	2196	0	1	1	0
2056	1	1	1	0	0	28	2196	0	1	1	0
2057	1	1	1	0	0	28	2196	0	1	1	0
2058	1	1	1	0	0	28	2196	0	1	1	0
2059	1	1	1	0	0	28	2196	0	1	1	0
2060	1	1	1	0	0	28	2196	0	1	1	0
2061	1	1	1	0	0	28	2196	0	1	1	0
2062	1	1	1	0	0	28	2196	0	1	1	0
2063	1	1	1	0	0	28	2196	0	1	1	0
2064	1	1	1	0	0	28	2196	0	1	1	0
2065	1	1	1	0	0	28	2196	0	1	1	0
2066	1	1	1	0	0	28	2196	0	1	1	0
2067	1	1	1	0	0	28	2196	0	1	1	0
2068	1	1	1	0	0	28	2196	0	1	1	0
2069	1	1	1	0	0	28	2196	0	1	1	0
2070	1	1	1	0	0	28	2196	0	1	1	0
2071	1	1	1	0	0	28	2196	0	1	1	0
2072	1	1	1	0	0	28	2196	0	1	1	0
2073	1	1	1	0	0	28	2196	0	1	1	0
2074	1	1	1	0	0	28	2196	0	1	1	0
2075	1	1	1	0	0	28	2196	0	1	1	0
2076	1	1	1	0	0	28	2196	0	1	1	0
2077	1	1	1	0	0	28	2196	0	1	1	0
2078	1	1	1	0	0	28	2196	0	1	1	0
2079	1	1	1	0	0	28	2196	0	1	1	0
2080	1	1	1	0	0	28	2196	0	1	1	0
2081	1	1	1	0	0	28	2196	0	1	1	0
2082	1	1	1	0	0	28	2196	0	1	1	0
2083	1	1	1	0	0	28	2196	0	1	1	0
2084	1	1	1	0	0	28	2196	0	1	1	0
2085	1	1	1	0	0	28	2196	0	1	1	0
2086	1	1	1	0	0	28	2196	0	1	1	0
2087	1	1	1	0	0	28	2196	0	1	1	0
2088	1	1	1	0	0	28	2196	0	1	1	0
2089	1	1	1	0	0	28	2196	0	1	1	0
2090	1	1	1	0	0	28	2196	0	1	1	0
2091	1	1	1	0	0	28	2196	0	1	1	0
2092	1	1	1	0	0	28	2196	0	1	1	0
2093	1	1	1	0	0	28	2196	0	1	1	0
2094	1	1	1	0	0	28	2196	0	1	1	0
2095	1	1	1	0	0	28	2196	0	1	1	0
2096	1	1	1	0	0	28	2196	0	1	1	0
2097	1	1	1	0	0	28	2196	0	1	1	0
2098	1	1	1	0	0	28	2196	0	1	1	0
2099	1	1	1	0	0	28	2196	0	1	1	0
2100	1	1	1	0	0	28	2196	0	1	1	0
2101	1	1	1	0	0	28	2196	0	1	1	0
2102	1	1	1	0	0	28	2196	0	1	1	0
2103	1	1	1	0	0	28	2196	0	1	1	0
2104	1	1	1	0	0	28	2196	0	1	1	0
2105	1	1	1	0	0	28	2196	0	1	1	0
2106	1	1	1	0	0	28	2196	0	1	1	0
2107	1	1	1	0	0	28	2196	0	1	1	0
2108	1	1	1	0	0	28	2196	0	1	1	0
2109	1	1	1	0	0	28	2196	0	1	1	0
2110	1	1	1	0	0	28	2196	0	1	1	0
2111	1	1	1	0	0	28	2196	0	1	1	0
2112	1	1	1	0	0	28	2196	0	1	1	0
2113	1	1	1	0	0	28	2196	0	1	1	0
2114	1	1	1	0	0	28	2196	0	1	1	0
2115	1	1	1	0	0	28	2196	0	1	1	0
2116	1	1	1	0	0	28	2196	0	1	1	0
2117	1	1	1	0	0	28	2196	0	1	1	0
2118	1	1	1	0	0	28	2196	0	1	1	0
2119	1	1	1	0	0	28	2196	0	1	1	0
2120	1	1	1	0	0	28	2196	0	1	1	0
2121	1	1	1	0	0	28	2196	0	1	1	0
2122	1	1	1	0	0	28	2196	0	1	1	0
2123	1	1	1	0	0	28	2196	0	1	1	0
2124	1	1	1	0	0	28	2196	0	1	1	0
2125	1	1	1	0	0	28	2196	0	1	1	0
2126	1	1	1	0	0	28	2196	0	1	1	0
2127	1	1	1	0	0	28	2196	0	1	1	0
2128	1	1	1	0	0	28	2196	0	1	1	0
2129	1	1	1	0	0	28	2196	0	1	1	0
2130	1	1	1	0	0	28	2196	0	1	1	0
2131	1	1	1	0	0	28	2196	0	1	1	0
2133	1	1	1	0	0	28	2196	0	1	1	0
2134	1	1	1	0	0	28	2196	0	1	1	0
2135	1	1	1	0	0	28	2196	0	1	1	0
2136	1	1	1	0	0	28	2196	0	1	1	0
2137	1	1	1	0	0	28	2196	0	1	1	0
2138	1	1	1	0	0	28	2196	0	1	1	0
2139	1	1	1	0	0	28	2196	0	1	1	0
2140	1	1	1	0	0	28	2196	0	1	1	0
2141	1	1	1	0	0	28	2196	0	1	1	0
2142	1	1	1	0	0	28	2196	0	1	1	0
2143	1	1	1	0	0	28	2196	0	1	1	0
2144	1	1	1	0	0	28	2196	0	1	1	0
2145	1	1	1	0	0	28	2196	0	1	1	0
2146	1	1	1	0	0	28	2196	0	1	1	0
2147	1	1	1	0	0	28	2196	0	1	1	0
2148	1	1	1	0	0	28	2196	0	1	1	0
2149	1	1	1	0	0	28	2196	0	1	1	0
2150	1	1	1	0	0	28	2196	0	1	1	0
2151	1	1	1	0	0	28	2196	0	1	1	0
2152	1	1	1	0	0	28	2196	0	1	1	0
